"PopName","Area","Sex","Age","AgeInterval","Type","Day","Month","Year","Access","Population","NoteCode1","NoteCode2","NoteCode3","LDB","RefCode"
"ARG",200,"f",61,"1","C",17,11,2001,"O",135271,".",".",".",0,0
"ARG",200,"f",62,"1","C",17,11,2001,"O",136569,".",".",".",0,0
"ARG",200,"f",63,"1","C",17,11,2001,"O",132973,".",".",".",0,0
"ARG",200,"f",64,"1","C",17,11,2001,"O",127255,".",".",".",0,0
"ARG",200,"f",65,"1","C",17,11,2001,"O",136158,".",".",".",0,0
"ARG",200,"f",66,"1","C",17,11,2001,"O",122443,".",".",".",0,0
"ARG",200,"f",67,"1","C",17,11,2001,"O",116607,".",".",".",0,0
"ARG",200,"f",68,"1","C",17,11,2001,"O",120207,".",".",".",0,0
"ARG",200,"f",69,"1","C",17,11,2001,"O",114829,".",".",".",0,0
"ARG",200,"f",70,"1","C",17,11,2001,"O",130030,".",".",".",0,0
"ARG",200,"f",71,"1","C",17,11,2001,"O",114795,".",".",".",0,0
"ARG",200,"f",72,"1","C",17,11,2001,"O",115692,".",".",".",0,0
"ARG",200,"f",73,"1","C",17,11,2001,"O",109003,".",".",".",0,0
"ARG",200,"f",74,"1","C",17,11,2001,"O",104579,".",".",".",0,0
"ARG",200,"f",75,"1","C",17,11,2001,"O",102148,".",".",".",0,0
"ARG",200,"f",76,"1","C",17,11,2001,"O",95995,".",".",".",0,0
"ARG",200,"f",77,"1","C",17,11,2001,"O",84296,".",".",".",0,0
"ARG",200,"f",78,"1","C",17,11,2001,"O",84854,".",".",".",0,0
"ARG",200,"f",79,"1","C",17,11,2001,"O",71547,".",".",".",0,0
"ARG",200,"f",80,"1","C",17,11,2001,"O",73974,".",".",".",0,0
"ARG",200,"f",81,"1","C",17,11,2001,"O",59227,".",".",".",0,0
"ARG",200,"f",82,"1","C",17,11,2001,"O",55834,".",".",".",0,0
"ARG",200,"f",83,"1","C",17,11,2001,"O",48167,".",".",".",0,0
"ARG",200,"f",84,"1","C",17,11,2001,"O",43451,".",".",".",0,0
"ARG",200,"f",85,"1","C",17,11,2001,"O",39301,".",".",".",0,0
"ARG",200,"f",86,"1","C",17,11,2001,"O",36651,".",".",".",0,0
"ARG",200,"f",87,"1","C",17,11,2001,"O",32448,".",".",".",0,0
"ARG",200,"f",88,"1","C",17,11,2001,"O",26002,".",".",".",0,0
"ARG",200,"f",89,"1","C",17,11,2001,"O",21638,".",".",".",0,0
"ARG",200,"f",90,"1","C",17,11,2001,"O",18335,".",".",".",0,0
"ARG",200,"f",91,"1","C",17,11,2001,"O",13536,".",".",".",0,0
"ARG",200,"f",92,"1","C",17,11,2001,"O",10687,".",".",".",0,0
"ARG",200,"f",93,"1","C",17,11,2001,"O",8078,".",".",".",0,0
"ARG",200,"f",94,"1","C",17,11,2001,"O",6260,".",".",".",0,0
"ARG",200,"f",95,"1","C",17,11,2001,"O",4203,".",".",".",0,0
"ARG",200,"f",96,"1","C",17,11,2001,"O",3249,".",".",".",0,0
"ARG",200,"f",97,"1","C",17,11,2001,"O",2286,".",".",".",0,0
"ARG",200,"f",98,"1","C",17,11,2001,"O",1517,".",".",".",0,0
"ARG",200,"f",99,"1","C",17,11,2001,"O",1193,".",".",".",0,0
"ARG",200,"f",100,"+","C",17,11,2001,"O",1508,".",".",".",0,0
"ARG",200,"f",0,"1","C",27,10,2010,"O",336317,".",".",".",0,0
"ARG",200,"f",1,"1","C",27,10,2010,"O",329761,".",".",".",0,0
"ARG",200,"f",2,"1","C",27,10,2010,"O",331229,".",".",".",0,0
"ARG",200,"f",3,"1","C",27,10,2010,"O",318225,".",".",".",0,0
"ARG",200,"f",4,"1","C",27,10,2010,"O",324148,".",".",".",0,0
"ARG",200,"f",5,"1","C",27,10,2010,"O",332680,".",".",".",0,0
"ARG",200,"f",6,"1","C",27,10,2010,"O",333927,".",".",".",0,0
"ARG",200,"f",7,"1","C",27,10,2010,"O",332864,".",".",".",0,0
"ARG",200,"f",8,"1","C",27,10,2010,"O",330490,".",".",".",0,0
"ARG",200,"f",9,"1","C",27,10,2010,"O",333506,".",".",".",0,0
"ARG",200,"f",10,"1","C",27,10,2010,"O",349672,".",".",".",0,0
"ARG",200,"f",11,"1","C",27,10,2010,"O",338026,".",".",".",0,0
"ARG",200,"f",12,"1","C",27,10,2010,"O",338079,".",".",".",0,0
"ARG",200,"f",13,"1","C",27,10,2010,"O",335713,".",".",".",0,0
"ARG",200,"f",14,"1","C",27,10,2010,"O",362584,".",".",".",0,0
"ARG",200,"f",15,"1","C",27,10,2010,"O",355887,".",".",".",0,0
"ARG",200,"f",16,"1","C",27,10,2010,"O",344852,".",".",".",0,0
"ARG",200,"f",17,"1","C",27,10,2010,"O",344221,".",".",".",0,0
"ARG",200,"f",18,"1","C",27,10,2010,"O",354323,".",".",".",0,0
"ARG",200,"f",19,"1","C",27,10,2010,"O",357723,".",".",".",0,0
"ARG",200,"f",20,"1","C",27,10,2010,"O",346815,".",".",".",0,0
"ARG",200,"f",21,"1","C",27,10,2010,"O",325302,".",".",".",0,0
"ARG",200,"f",22,"1","C",27,10,2010,"O",325199,".",".",".",0,0
"ARG",200,"f",23,"1","C",27,10,2010,"O",326737,".",".",".",0,0
"ARG",200,"f",24,"1","C",27,10,2010,"O",327640,".",".",".",0,0
"ARG",200,"f",25,"1","C",27,10,2010,"O",316121,".",".",".",0,0
"ARG",200,"f",26,"1","C",27,10,2010,"O",306851,".",".",".",0,0
"ARG",200,"f",27,"1","C",27,10,2010,"O",307445,".",".",".",0,0
"ARG",200,"f",28,"1","C",27,10,2010,"O",327716,".",".",".",0,0
"ARG",200,"f",29,"1","C",27,10,2010,"O",320270,".",".",".",0,0
"ARG",200,"f",30,"1","C",27,10,2010,"O",336373,".",".",".",0,0
"ARG",200,"f",31,"1","C",27,10,2010,"O",321997,".",".",".",0,0
"ARG",200,"f",32,"1","C",27,10,2010,"O",314231,".",".",".",0,0
"ARG",200,"f",33,"1","C",27,10,2010,"O",310863,".",".",".",0,0
"ARG",200,"f",34,"1","C",27,10,2010,"O",291907,".",".",".",0,0
"ARG",200,"f",35,"1","C",27,10,2010,"O",293989,".",".",".",0,0
"ARG",200,"f",36,"1","C",27,10,2010,"O",274036,".",".",".",0,0
"ARG",200,"f",37,"1","C",27,10,2010,"O",269801,".",".",".",0,0
"ARG",200,"f",38,"1","C",27,10,2010,"O",267319,".",".",".",0,0
"ARG",200,"f",39,"1","C",27,10,2010,"O",261762,".",".",".",0,0
"ARG",200,"f",40,"1","C",27,10,2010,"O",260630,".",".",".",0,0
"ARG",200,"f",41,"1","C",27,10,2010,"O",238820,".",".",".",0,0
"ARG",200,"f",42,"1","C",27,10,2010,"O",234737,".",".",".",0,0
"ARG",200,"f",43,"1","C",27,10,2010,"O",225598,".",".",".",0,0
"ARG",200,"f",44,"1","C",27,10,2010,"O",225103,".",".",".",0,0
"ARG",200,"f",45,"1","C",27,10,2010,"O",232876,".",".",".",0,0
"ARG",200,"f",46,"1","C",27,10,2010,"O",227881,".",".",".",0,0
"ARG",200,"f",47,"1","C",27,10,2010,"O",228471,".",".",".",0,0
"ARG",200,"f",48,"1","C",27,10,2010,"O",222824,".",".",".",0,0
"ARG",200,"f",49,"1","C",27,10,2010,"O",216830,".",".",".",0,0
"ARG",200,"f",50,"1","C",27,10,2010,"O",226436,".",".",".",0,0
"ARG",200,"f",51,"1","C",27,10,2010,"O",209182,".",".",".",0,0
"ARG",200,"f",52,"1","C",27,10,2010,"O",207388,".",".",".",0,0
"ARG",200,"f",53,"1","C",27,10,2010,"O",207971,".",".",".",0,0
"ARG",200,"f",54,"1","C",27,10,2010,"O",205820,".",".",".",0,0
"ARG",200,"f",55,"1","C",27,10,2010,"O",204200,".",".",".",0,0
"ARG",200,"f",56,"1","C",27,10,2010,"O",197213,".",".",".",0,0
"ARG",200,"f",57,"1","C",27,10,2010,"O",194843,".",".",".",0,0
"ARG",200,"f",58,"1","C",27,10,2010,"O",191968,".",".",".",0,0
"ARG",200,"f",59,"1","C",27,10,2010,"O",187156,".",".",".",0,0
"ARG",200,"f",60,"1","C",27,10,2010,"O",194935,".",".",".",0,0
"ARG",200,"f",61,"1","C",27,10,2010,"O",171821,".",".",".",0,0
"ARG",200,"f",62,"1","C",27,10,2010,"O",171678,".",".",".",0,0
"ARG",200,"f",63,"1","C",27,10,2010,"O",164058,".",".",".",0,0
"ARG",200,"f",64,"1","C",27,10,2010,"O",157784,".",".",".",0,0
"ARG",200,"f",65,"1","C",27,10,2010,"O",162109,".",".",".",0,0
"ARG",200,"f",66,"1","C",27,10,2010,"O",145289,".",".",".",0,0
"ARG",200,"f",67,"1","C",27,10,2010,"O",139122,".",".",".",0,0
"ARG",200,"f",68,"1","C",27,10,2010,"O",132571,".",".",".",0,0
"ARG",200,"f",69,"1","C",27,10,2010,"O",125401,".",".",".",0,0
"ARG",200,"f",70,"1","C",27,10,2010,"O",134546,".",".",".",0,0
"ARG",200,"f",71,"1","C",27,10,2010,"O",116686,".",".",".",0,0
"ARG",200,"f",72,"1","C",27,10,2010,"O",111644,".",".",".",0,0
"ARG",200,"f",73,"1","C",27,10,2010,"O",108495,".",".",".",0,0
"ARG",200,"f",74,"1","C",27,10,2010,"O",106088,".",".",".",0,0
"ARG",200,"f",75,"1","C",27,10,2010,"O",106217,".",".",".",0,0
"ARG",200,"f",76,"1","C",27,10,2010,"O",95524,".",".",".",0,0
"ARG",200,"f",77,"1","C",27,10,2010,"O",94006,".",".",".",0,0
"ARG",200,"f",78,"1","C",27,10,2010,"O",94629,".",".",".",0,0
"ARG",200,"f",79,"1","C",27,10,2010,"O",89802,".",".",".",0,0
"ARG",200,"f",80,"1","C",27,10,2010,"O",90998,".",".",".",0,0
"ARG",200,"f",81,"1","C",27,10,2010,"O",76866,".",".",".",0,0
"ARG",200,"f",82,"1","C",27,10,2010,"O",71857,".",".",".",0,0
"ARG",200,"f",83,"1","C",27,10,2010,"O",65651,".",".",".",0,0
"ARG",200,"f",84,"1","C",27,10,2010,"O",59800,".",".",".",0,0
"ARG",200,"f",85,"1","C",27,10,2010,"O",54171,".",".",".",0,0
"ARG",200,"f",86,"1","C",27,10,2010,"O",47092,".",".",".",0,0
"ARG",200,"f",87,"1","C",27,10,2010,"O",40858,".",".",".",0,0
"ARG",200,"f",88,"1","C",27,10,2010,"O",34772,".",".",".",0,0
"ARG",200,"f",89,"1","C",27,10,2010,"O",28596,".",".",".",0,0
"ARG",200,"f",90,"1","C",27,10,2010,"O",25159,".",".",".",0,0
"ARG",200,"f",91,"1","C",27,10,2010,"O",17594,".",".",".",0,0
"ARG",200,"f",92,"1","C",27,10,2010,"O",13960,".",".",".",0,0
"ARG",200,"f",93,"1","C",27,10,2010,"O",10979,".",".",".",0,0
"ARG",200,"f",94,"1","C",27,10,2010,"O",8542,".",".",".",0,0
"ARG",200,"f",95,"1","C",27,10,2010,"O",6581,".",".",".",0,0
"ARG",200,"f",96,"1","C",27,10,2010,"O",4793,".",".",".",0,0
"ARG",200,"f",97,"1","C",27,10,2010,"O",3494,".",".",".",0,0
"ARG",200,"f",98,"1","C",27,10,2010,"O",2368,".",".",".",0,0
"ARG",200,"f",99,"1","C",27,10,2010,"O",1543,".",".",".",0,0
"ARG",200,"f",100,"+","C",27,10,2010,"O",2703,".",".",".",0,0
"ARG",200,"f",0,"5","O",1,7,2001,"O",1682751,".",".",".",1,0
"ARG",200,"f",5,"5","O",1,7,2001,"O",1709054,".",".",".",1,0
"ARG",200,"f",10,"5","O",1,7,2001,"O",1671686,".",".",".",1,0
"ARG",200,"f",15,"5","O",1,7,2001,"O",1608415,".",".",".",1,0
"ARG",200,"f",20,"5","O",1,7,2001,"O",1644878,".",".",".",1,0
"ARG",200,"f",25,"5","O",1,7,2001,"O",1422169,".",".",".",1,0
"ARG",200,"f",30,"5","O",1,7,2001,"O",1233578,".",".",".",1,0
"ARG",200,"f",35,"5","O",1,7,2001,"O",1161509,".",".",".",1,0
"ARG",200,"f",40,"5","O",1,7,2001,"O",1116580,".",".",".",1,0
"ARG",200,"f",45,"5","O",1,7,2001,"O",1054481,".",".",".",1,0
"ARG",200,"f",50,"5","O",1,7,2001,"O",944905,".",".",".",1,0
"ARG",200,"f",55,"5","O",1,7,2001,"O",817856,".",".",".",1,0
"ARG",200,"f",60,"5","O",1,7,2001,"O",722821,".",".",".",1,0
"ARG",200,"f",65,"5","O",1,7,2001,"O",660100,".",".",".",1,0
"ARG",200,"f",70,"5","O",1,7,2001,"O",587573,".",".",".",1,0
"ARG",200,"f",75,"5","O",1,7,2001,"O",455890,".",".",".",1,0
"ARG",200,"f",80,"+","O",1,7,2001,"O",460700,".",".",".",1,0
"ARG",200,"f",0,"5","O",1,7,1990,"O",1669584,".",".",".",1,0
"ARG",200,"f",5,"5","O",1,7,1990,"O",1614534,".",".",".",1,0
"ARG",200,"f",10,"5","O",1,7,1990,"O",1649332,".",".",".",1,0
"ARG",200,"f",15,"5","O",1,7,1990,"O",1387433,".",".",".",1,0
"ARG",200,"f",20,"5","O",1,7,1990,"O",1224402,".",".",".",1,0
"ARG",200,"f",25,"5","O",1,7,1990,"O",1168685,".",".",".",1,0
"ARG",200,"f",30,"5","O",1,7,1990,"O",1126218,".",".",".",1,0
"ARG",200,"f",35,"5","O",1,7,1990,"O",1064549,".",".",".",1,0
"ARG",200,"f",40,"5","O",1,7,1990,"O",955576,".",".",".",1,0
"ARG",200,"f",45,"5","O",1,7,1990,"O",840596,".",".",".",1,0
"ARG",200,"f",50,"5","O",1,7,1990,"O",768450,".",".",".",1,0
"ARG",200,"f",55,"5","O",1,7,1990,"O",733050,".",".",".",1,0
"ARG",200,"f",60,"5","O",1,7,1990,"O",689329,".",".",".",1,0
"ARG",200,"f",65,"5","O",1,7,1990,"O",588121,".",".",".",1,0
"ARG",200,"f",70,"5","O",1,7,1990,"O",464273,".",".",".",1,0
"ARG",200,"f",75,"5","O",1,7,1990,"O",346568,".",".",".",1,0
"ARG",200,"f",80,"+","O",1,7,1990,"O",293489,".",".",".",1,0
"ARG",200,"f",0,"1","O",1,7,2010,"O",353864,".",".",".",1,0
"ARG",200,"f",1,"1","O",1,7,2010,"O",348673,".",".",".",1,0
"ARG",200,"f",2,"1","O",1,7,2010,"O",345435,".",".",".",1,0
"ARG",200,"f",3,"1","O",1,7,2010,"O",343019,".",".",".",1,0
"ARG",200,"f",4,"1","O",1,7,2010,"O",341778,".",".",".",1,0
"ARG",200,"f",5,"1","O",1,7,2010,"O",341431,".",".",".",1,0
"ARG",200,"f",6,"1","O",1,7,2010,"O",341707,".",".",".",1,0
"ARG",200,"f",7,"1","O",1,7,2010,"O",342348,".",".",".",1,0
"ARG",200,"f",8,"1","O",1,7,2010,"O",343141,".",".",".",1,0
"ARG",200,"f",9,"1","O",1,7,2010,"O",343977,".",".",".",1,0
"ARG",200,"f",10,"1","O",1,7,2010,"O",344885,".",".",".",1,0
"ARG",200,"f",11,"1","O",1,7,2010,"O",346004,".",".",".",1,0
"ARG",200,"f",12,"1","O",1,7,2010,"O",347534,".",".",".",1,0
"ARG",200,"f",13,"1","O",1,7,2010,"O",349675,".",".",".",1,0
"ARG",200,"f",14,"1","O",1,7,2010,"O",352106,".",".",".",1,0
"ARG",200,"f",15,"1","O",1,7,2010,"O",354081,".",".",".",1,0
"ARG",200,"f",16,"1","O",1,7,2010,"O",354858,".",".",".",1,0
"ARG",200,"f",17,"1","O",1,7,2010,"O",354184,".",".",".",1,0
"ARG",200,"f",18,"1","O",1,7,2010,"O",351751,".",".",".",1,0
"ARG",200,"f",19,"1","O",1,7,2010,"O",347775,".",".",".",1,0
"ARG",200,"f",20,"1","O",1,7,2010,"O",343199,".",".",".",1,0
"ARG",200,"f",21,"1","O",1,7,2010,"O",338690,".",".",".",1,0
"ARG",200,"f",22,"1","O",1,7,2010,"O",334259,".",".",".",1,0
"ARG",200,"f",23,"1","O",1,7,2010,"O",329859,".",".",".",1,0
"ARG",200,"f",24,"1","O",1,7,2010,"O",325606,".",".",".",1,0
"ARG",200,"f",25,"1","O",1,7,2010,"O",321577,".",".",".",1,0
"ARG",200,"f",26,"1","O",1,7,2010,"O",318341,".",".",".",1,0
"ARG",200,"f",27,"1","O",1,7,2010,"O",316491,".",".",".",1,0
"ARG",200,"f",28,"1","O",1,7,2010,"O",316565,".",".",".",1,0
"ARG",200,"f",29,"1","O",1,7,2010,"O",318011,".",".",".",1,0
"ARG",200,"f",30,"1","O",1,7,2010,"O",319683,".",".",".",1,0
"ARG",200,"f",31,"1","O",1,7,2010,"O",319865,".",".",".",1,0
"ARG",200,"f",32,"1","O",1,7,2010,"O",317429,".",".",".",1,0
"ARG",200,"f",33,"1","O",1,7,2010,"O",311661,".",".",".",1,0
"ARG",200,"f",34,"1","O",1,7,2010,"O",303224,".",".",".",1,0
"ARG",200,"f",35,"1","O",1,7,2010,"O",293577,".",".",".",1,0
"ARG",200,"f",36,"1","O",1,7,2010,"O",284003,".",".",".",1,0
"ARG",200,"f",37,"1","O",1,7,2010,"O",274766,".",".",".",1,0
"ARG",200,"f",38,"1","O",1,7,2010,"O",266116,".",".",".",1,0
"ARG",200,"f",39,"1","O",1,7,2010,"O",258027,".",".",".",1,0
"ARG",200,"f",40,"1","O",1,7,2010,"O",250339,".",".",".",1,0
"ARG",200,"f",41,"1","O",1,7,2010,"O",243419,".",".",".",1,0
"ARG",200,"f",42,"1","O",1,7,2010,"O",237952,".",".",".",1,0
"ARG",200,"f",43,"1","O",1,7,2010,"O",234305,".",".",".",1,0
"ARG",200,"f",44,"1","O",1,7,2010,"O",232184,".",".",".",1,0
"ARG",200,"f",45,"1","O",1,7,2010,"O",230799,".",".",".",1,0
"ARG",200,"f",46,"1","O",1,7,2010,"O",229348,".",".",".",1,0
"ARG",200,"f",47,"1","O",1,7,2010,"O",227558,".",".",".",1,0
"ARG",200,"f",48,"1","O",1,7,2010,"O",225164,".",".",".",1,0
"ARG",200,"f",49,"1","O",1,7,2010,"O",222278,".",".",".",1,0
"ARG",200,"f",50,"1","O",1,7,2010,"O",219185,".",".",".",1,0
"ARG",200,"f",51,"1","O",1,7,2010,"O",216106,".",".",".",1,0
"ARG",200,"f",52,"1","O",1,7,2010,"O",213008,".",".",".",1,0
"ARG",200,"f",53,"1","O",1,7,2010,"O",209882,".",".",".",1,0
"ARG",200,"f",54,"1","O",1,7,2010,"O",206657,".",".",".",1,0
"ARG",200,"f",55,"1","O",1,7,2010,"O",203283,".",".",".",1,0
"ARG",200,"f",56,"1","O",1,7,2010,"O",199706,".",".",".",1,0
"ARG",200,"f",57,"1","O",1,7,2010,"O",195906,".",".",".",1,0
"ARG",200,"f",58,"1","O",1,7,2010,"O",191889,".",".",".",1,0
"ARG",200,"f",59,"1","O",1,7,2010,"O",187644,".",".",".",1,0
"ARG",200,"f",60,"1","O",1,7,2010,"O",183227,".",".",".",1,0
"ARG",200,"f",61,"1","O",1,7,2010,"O",178494,".",".",".",1,0
"ARG",200,"f",62,"1","O",1,7,2010,"O",173198,".",".",".",1,0
"ARG",200,"f",63,"1","O",1,7,2010,"O",167222,".",".",".",1,0
"ARG",200,"f",64,"1","O",1,7,2010,"O",160749,".",".",".",1,0
"ARG",200,"f",65,"1","O",1,7,2010,"O",154090,".",".",".",1,0
"ARG",200,"f",66,"1","O",1,7,2010,"O",147614,".",".",".",1,0
"ARG",200,"f",67,"1","O",1,7,2010,"O",141510,".",".",".",1,0
"ARG",200,"f",68,"1","O",1,7,2010,"O",135916,".",".",".",1,0
"ARG",200,"f",69,"1","O",1,7,2010,"O",130768,".",".",".",1,0
"ARG",200,"f",70,"1","O",1,7,2010,"O",125808,".",".",".",1,0
"ARG",200,"f",71,"1","O",1,7,2010,"O",120982,".",".",".",1,0
"ARG",200,"f",72,"1","O",1,7,2010,"O",116480,".",".",".",1,0
"ARG",200,"f",73,"1","O",1,7,2010,"O",112350,".",".",".",1,0
"ARG",200,"f",74,"1","O",1,7,2010,"O",108509,".",".",".",1,0
"ARG",200,"f",75,"1","O",1,7,2010,"O",104732,".",".",".",1,0
"ARG",200,"f",76,"1","O",1,7,2010,"O",100854,".",".",".",1,0
"ARG",200,"f",77,"1","O",1,7,2010,"O",96848,".",".",".",1,0
"ARG",200,"f",78,"1","O",1,7,2010,"O",92673,".",".",".",1,0
"ARG",200,"f",79,"1","O",1,7,2010,"O",88289,".",".",".",1,0
"ARG",200,"f",80,"1","O",1,7,2010,"O",83828,".",".",".",1,0
"ARG",200,"f",81,"1","O",1,7,2010,"O",79101,".",".",".",1,0
"ARG",200,"f",82,"1","O",1,7,2010,"O",73743,".",".",".",1,0
"ARG",200,"f",83,"1","O",1,7,2010,"O",67604,".",".",".",1,0
"ARG",200,"f",84,"1","O",1,7,2010,"O",60891,".",".",".",1,0
"ARG",200,"f",85,"1","O",1,7,2010,"O",54034,".",".",".",1,0
"ARG",200,"f",86,"1","O",1,7,2010,"O",47378,".",".",".",1,0
"ARG",200,"f",87,"1","O",1,7,2010,"O",40968,".",".",".",1,0
"ARG",200,"f",88,"1","O",1,7,2010,"O",34944,".",".",".",1,0
"ARG",200,"f",89,"1","O",1,7,2010,"O",29332,".",".",".",1,0
"ARG",200,"f",90,"1","O",1,7,2010,"O",24134,".",".",".",1,0
"ARG",200,"f",91,"1","O",1,7,2010,"O",19343,".",".",".",1,0
"ARG",200,"f",92,"1","O",1,7,2010,"O",14977,".",".",".",1,0
"ARG",200,"f",93,"1","O",1,7,2010,"O",11113,".",".",".",1,0
"ARG",200,"f",94,"1","O",1,7,2010,"O",7939,".",".",".",1,0
"ARG",200,"f",95,"1","O",1,7,2010,"O",5934,".",".",".",1,0
"ARG",200,"f",96,"1","O",1,7,2010,"O",4694,".",".",".",1,0
"ARG",200,"f",97,"1","O",1,7,2010,"O",3627,".",".",".",1,0
"ARG",200,"f",98,"1","O",1,7,2010,"O",2949,".",".",".",1,0
"ARG",200,"f",99,"1","O",1,7,2010,"O",2407,".",".",".",1,0
"ARG",200,"f",100,"+","O",1,7,2010,"O",2709,".",".",".",1,0
"ARG",200,"m",0,"1","E",1,7,1990,"O",366647,".",".",".",0,0
"ARG",200,"m",1,"1","E",1,7,1990,"O",351875,".",".",".",0,0
"ARG",200,"m",2,"1","E",1,7,1990,"O",341413,".",".",".",0,0
"ARG",200,"m",3,"1","E",1,7,1990,"O",334653,".",".",".",0,0
"ARG",200,"m",4,"1","E",1,7,1990,"O",330988,".",".",".",0,0
"ARG",200,"m",5,"1","E",1,7,1990,"O",329809,".",".",".",0,0
"ARG",200,"m",6,"1","E",1,7,1990,"O",330511,".",".",".",0,0
"ARG",200,"m",7,"1","E",1,7,1990,"O",332483,".",".",".",0,0
"ARG",200,"m",8,"1","E",1,7,1990,"O",335120,".",".",".",0,0
"ARG",200,"m",9,"1","E",1,7,1990,"O",337813,".",".",".",0,0
"ARG",200,"m",10,"1","E",1,7,1990,"O",341199,".",".",".",0,0
"ARG",200,"m",11,"1","E",1,7,1990,"O",345916,".",".",".",0,0
"ARG",200,"m",12,"1","E",1,7,1990,"O",345131,".",".",".",0,0
"ARG",200,"m",13,"1","E",1,7,1990,"O",335749,".",".",".",0,0
"ARG",200,"m",14,"1","E",1,7,1990,"O",320895,".",".",".",0,0
"ARG",200,"m",15,"1","E",1,7,1990,"O",306786,".",".",".",0,0
"ARG",200,"m",16,"1","E",1,7,1990,"O",292170,".",".",".",0,0
"ARG",200,"m",17,"1","E",1,7,1990,"O",279660,".",".",".",0,0
"ARG",200,"m",18,"1","E",1,7,1990,"O",271182,".",".",".",0,0
"ARG",200,"m",19,"1","E",1,7,1990,"O",265440,".",".",".",0,0
"ARG",200,"m",20,"1","E",1,7,1990,"O",259046,".",".",".",0,0
"ARG",200,"m",21,"1","E",1,7,1990,"O",252477,".",".",".",0,0
"ARG",200,"m",22,"1","E",1,7,1990,"O",247168,".",".",".",0,0
"ARG",200,"m",23,"1","E",1,7,1990,"O",243432,".",".",".",0,0
"ARG",200,"m",24,"1","E",1,7,1990,"O",240783,".",".",".",0,0
"ARG",200,"m",25,"1","E",1,7,1990,"O",238484,".",".",".",0,0
"ARG",200,"m",26,"1","E",1,7,1990,"O",236758,".",".",".",0,0
"ARG",200,"m",27,"1","E",1,7,1990,"O",234450,".",".",".",0,0
"ARG",200,"m",28,"1","E",1,7,1990,"O",230933,".",".",".",0,0
"ARG",200,"m",29,"1","E",1,7,1990,"O",226730,".",".",".",0,0
"ARG",200,"m",30,"1","E",1,7,1990,"O",222851,".",".",".",0,0
"ARG",200,"m",31,"1","E",1,7,1990,"O",218932,".",".",".",0,0
"ARG",200,"m",32,"1","E",1,7,1990,"O",215798,".",".",".",0,0
"ARG",200,"m",33,"1","E",1,7,1990,"O",213907,".",".",".",0,0
"ARG",200,"m",34,"1","E",1,7,1990,"O",212728,".",".",".",0,0
"ARG",200,"m",35,"1","E",1,7,1990,"O",211347,".",".",".",0,0
"ARG",200,"m",36,"1","E",1,7,1990,"O",210042,".",".",".",0,0
"ARG",200,"m",37,"1","E",1,7,1990,"O",207798,".",".",".",0,0
"ARG",200,"m",38,"1","E",1,7,1990,"O",204049,".",".",".",0,0
"ARG",200,"m",39,"1","E",1,7,1990,"O",199305,".",".",".",0,0
"ARG",200,"m",40,"1","E",1,7,1990,"O",194680,".",".",".",0,0
"ARG",200,"m",41,"1","E",1,7,1990,"O",189997,".",".",".",0,0
"ARG",200,"m",42,"1","E",1,7,1990,"O",185329,".",".",".",0,0
"ARG",200,"m",43,"1","E",1,7,1990,"O",180839,".",".",".",0,0
"ARG",200,"m",44,"1","E",1,7,1990,"O",176481,".",".",".",0,0
"ARG",200,"m",45,"1","E",1,7,1990,"O",172069,".",".",".",0,0
"ARG",200,"m",46,"1","E",1,7,1990,"O",167666,".",".",".",0,0
"ARG",200,"m",47,"1","E",1,7,1990,"O",163426,".",".",".",0,0
"ARG",200,"m",48,"1","E",1,7,1990,"O",159416,".",".",".",0,0
"ARG",200,"m",49,"1","E",1,7,1990,"O",155628,".",".",".",0,0
"ARG",200,"m",50,"1","E",1,7,1990,"O",151921,".",".",".",0,0
"ARG",200,"m",51,"1","E",1,7,1990,"O",148242,".",".",".",0,0
"ARG",200,"m",52,"1","E",1,7,1990,"O",145083,".",".",".",0,0
"ARG",200,"m",53,"1","E",1,7,1990,"O",142651,".",".",".",0,0
"ARG",200,"m",54,"1","E",1,7,1990,"O",140693,".",".",".",0,0
"ARG",200,"m",55,"1","E",1,7,1990,"O",138673,".",".",".",0,0
"ARG",200,"m",56,"1","E",1,7,1990,"O",136600,".",".",".",0,0
"ARG",200,"m",57,"1","E",1,7,1990,"O",134564,".",".",".",0,0
"ARG",200,"m",58,"1","E",1,7,1990,"O",132520,".",".",".",0,0
"ARG",200,"m",59,"1","E",1,7,1990,"O",130362,".",".",".",0,0
"ARG",200,"m",60,"1","E",1,7,1990,"O",128096,".",".",".",0,0
"ARG",200,"m",61,"1","E",1,7,1990,"O",125805,".",".",".",0,0
"ARG",200,"m",62,"1","E",1,7,1990,"O",122659,".",".",".",0,0
"ARG",200,"m",63,"1","E",1,7,1990,"O",118271,".",".",".",0,0
"ARG",200,"m",64,"1","E",1,7,1990,"O",113018,".",".",".",0,0
"ARG",200,"m",65,"1","E",1,7,1990,"O",107725,".",".",".",0,0
"ARG",200,"m",66,"1","E",1,7,1990,"O",102307,".",".",".",0,0
"ARG",200,"m",67,"1","E",1,7,1990,"O",96713,".",".",".",0,0
"ARG",200,"m",68,"1","E",1,7,1990,"O",91026,".",".",".",0,0
"ARG",200,"m",69,"1","E",1,7,1990,"O",85299,".",".",".",0,0
"ARG",200,"m",70,"1","E",1,7,1990,"O",79565,".",".",".",0,0
