ARG, Deaths (period 1x1), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
  1990           0              6598.00         8665.00        15263.00
  1990           1               538.00          620.00         1158.00
  1990           2               254.00          331.00          585.00
  1990           3               143.00          215.00          358.00
  1990           4               126.00          145.00          271.00
  1990           5               100.00          112.00          212.00
  1990           6                85.00           91.00          176.00
  1990           7                78.00          112.00          190.00
  1990           8                73.00          109.00          182.00
  1990           9                84.00          114.00          198.00
  1990          10                80.00          112.00          192.00
  1990          11                80.00          119.00          199.00
  1990          12                65.00          123.00          188.00
  1990          13                66.00          144.00          210.00
  1990          14                87.00          168.00          255.00
  1990          15                96.00          178.00          274.00
  1990          16               116.00          259.00          375.00
  1990          17               131.00          255.00          386.00
  1990          18               128.00          254.00          382.00
  1990          19               113.00          290.00          403.00
  1990          20               130.00          316.00          446.00
  1990          21               134.00          314.00          448.00
  1990          22               150.00          320.00          470.00
  1990          23               158.00          319.00          477.00
  1990          24               165.00          317.00          482.00
  1990          25               140.00          276.00          416.00
  1990          26               151.00          293.00          444.00
  1990          27               143.00          265.00          408.00
  1990          28               186.00          290.00          476.00
  1990          29               171.00          340.00          511.00
  1990          30               191.00          379.00          570.00
  1990          31               182.00          280.00          462.00
  1990          32               211.00          306.00          517.00
  1990          33               219.00          337.00          556.00
  1990          34               231.00          378.00          609.00
  1990          35               253.00          408.00          661.00
  1990          36               258.00          424.00          682.00
  1990          37               291.00          442.00          733.00
  1990          38               349.00          489.00          838.00
  1990          39               339.00          555.00          894.00
  1990          40               362.00          657.00         1019.00
  1990          41               365.00          613.00          978.00
  1990          42               387.00          662.00         1049.00
  1990          43               414.00          725.00         1139.00
  1990          44               426.00          713.00         1139.00
  1990          45               474.00          947.00         1421.00
  1990          46               489.00          865.00         1354.00
  1990          47               501.00          929.00         1430.00
  1990          48               524.00          985.00         1509.00
  1990          49               572.00         1075.00         1647.00
  1990          50               636.00         1297.00         1933.00
  1990          51               616.00         1219.00         1835.00
  1990          52               692.00         1299.00         1991.00
  1990          53               677.00         1463.00         2140.00
  1990          54               760.00         1648.00         2408.00
  1990          55               762.00         1762.00         2524.00
  1990          56               820.00         1768.00         2588.00
  1990          57              1035.00         1908.00         2943.00
  1990          58              1050.00         2245.00         3295.00
  1990          59              1117.00         2393.00         3510.00
  1990          60              1255.00         2603.00         3858.00
  1990          61              1313.00         2512.00         3825.00
  1990          62              1378.00         2708.00         4086.00
  1990          63              1425.00         2832.00         4257.00
  1990          64              1453.00         2878.00         4331.00
  1990          65              1573.00         3131.00         4704.00
  1990          66              1638.00         2996.00         4634.00
  1990          67              1821.00         3213.00         5034.00
  1990          68              1906.00         3202.00         5108.00
  1990          69              2065.00         3350.00         5415.00
  1990          70              2121.00         3372.00         5493.00
  1990          71              2087.00         3145.00         5232.00
  1990          72              2252.00         3287.00         5539.00
