ARG,  Exposures (Lexis triangle)	Last modified: 04 ago. 2019; MPv5 (May07)

 Year   Age   Cohort      Female        Male       Total
 1990    0      1990   170097.97   177256.29   347354.26
 1990    0      1989   174300.83   179908.71   354209.54
 1990    1      1989   173664.18   179201.30   352865.48
 1990    1      1988   167753.46   173397.63   341151.08
 1990    2      1988   167622.72   173240.74   340863.46
 1990    2      1987   163402.63   169060.33   332462.96
 1990    3      1987   163446.53   169068.43   332514.96
 1990    3      1986   160823.67   166439.46   327263.13
 1990    4      1986   160915.42   166497.99   327413.41
 1990    4      1985   159694.29   165220.13   324914.42
 1990    5      1985   159743.00   165240.06   324983.06
 1990    5      1984   159697.38   165096.54   324793.92
 1990    6      1984   159674.77   165043.31   324718.08
 1990    6      1983   160525.38   165764.75   326290.13
 1990    7      1983   160478.17   165681.58   326159.75
 1990    7      1982   161868.13   166918.71   328786.83
 1990    8      1982   161854.94   166863.46   328718.40
 1990    8      1981   163416.83   168251.46   331668.29
 1990    9      1981   163445.99   168236.25   331682.25
 1990    9      1980   165174.58   169771.58   334946.17
 1990   10      1980   165230.01   169784.11   335014.12
 1990   10      1979   167455.67   171797.71   339253.38
 1990   11      1979   167465.08   171764.47   339229.55
 1990   11      1978   168700.42   172781.79   341482.21
 1990   12      1978   168582.20   172619.56   341201.76
 1990   12      1977   166409.96   170241.71   336651.67
 1990   13      1977   166190.34   169973.06   336163.40
 1990   13      1976   160591.29   164186.50   324777.79
 1990   14      1976   160375.28   163917.26   324292.54
 1990   14      1975   153593.75   156948.88   310542.63
 1990   15      1975   153432.10   156736.03   310168.13
 1990   15      1974   146674.08   149773.79   296447.88
 1990   16      1974   146571.03   149610.84   296181.86
 1990   16      1973   140143.92   143000.38   283144.29
 1990   17      1973   140110.89   142902.00   283012.89
 1990   17      1972   135087.63   137753.08   272840.71
 1990   18      1972   135098.85   137702.45   272801.30
 1990   18      1971   131666.67   134200.04   265866.71
 1990   19      1971   131665.59   134127.67   265793.25
 1990   19      1970   128766.08   131171.33   259937.42
 1990   20      1970   128718.70   131039.91   259758.61
 1990   20      1969   125692.75   127933.08   253625.83
 1990   21      1969   125619.11   127772.18   253391.28
 1990   21      1968   122924.17   124963.67   247887.83
 1990   22      1968   122854.37   124809.41   247663.78
 1990   22      1967   120910.08   122702.83   243612.92
 1990   23      1967   120855.38   122567.11   243422.49
 1990   23      1966   119614.67   121106.25   240720.92
 1990   24      1966   119564.52   120979.82   240544.34
 1990   24      1965   118698.92   119866.42   238565.33
 1990   25      1965   118647.16   119748.77   238395.93
 1990   25      1964   117974.67   118857.13   236831.79
 1990   26      1964   117919.29   118734.59   236653.88
 1990   26      1963   117352.96   117848.42   235201.38
 1990   27      1963   117290.04   117704.50   234994.54
 1990   27      1962   116626.25   116391.08   233017.33
 1990   28      1962   116549.34   116226.72   232776.06
 1990   28      1961   115743.67   114466.83   230210.50
 1990   29      1961   115662.48   114289.02   229951.50
 1990   29      1960   114848.71   112453.83   227302.54
 1990   30      1960   114774.21   112270.28   227044.48
 1990   30      1959   114022.42   110501.79   224524.21
 1990   31      1959   113951.25   110339.97   224291.22
 1990   31      1958   113180.96   108730.38   221911.33
 1990   32      1958   113107.20   108604.49   221711.70
 1990   32      1957   112264.13   107478.83   219742.96
 1990   33      1957   112185.75   107363.09   219548.84
 1990   33      1956   111243.46   106717.08   217960.54
 1990   34      1956   111164.51   106592.39   217756.89
 1990   34      1955   110139.33   106083.13   216222.46
 1990   35      1955   110058.21   105942.99   216001.20
 1990   35      1954   108990.75   105415.75   214406.50
 1990   36      1954   108902.87   105258.90   214161.77
 1990   36      1953   107660.54   104531.29   212191.83
 1990   37      1953   107555.67   104348.48   211904.15
 1990   37      1952   105934.88   103037.92   208972.79
 1990   38      1952   105808.23   102831.74   208639.96
 1990   38      1951   103812.58   100923.58   204736.17
 1990   39      1951   103683.13   100708.95   204392.08
 1990   39      1950   101521.04    98594.71   200115.75
 1990   40      1950   101395.95    98368.38   199764.32
 1990   40      1949    99217.33    96275.25   195492.58
 1990   41      1949    99090.43    96049.28   195139.71
 1990   41      1948    96863.92    93936.38   190800.29
 1990   42      1948    96735.14    93716.44   190451.58
 1990   42      1947    94448.21    91655.67   186103.88
 1990   43      1947    94310.62    91419.33   185729.95
 1990   43      1946    92003.17    89449.38   181452.54
 1990   44      1946    91855.15    89205.93   181061.09
 1990   44      1945    89568.42    87270.75   176839.17
 1990   45      1945    89407.26    86994.40   176401.65
 1990   45      1944    87152.29    85085.42   172237.71
 1990   46      1944    86983.98    84777.53   171761.51
 1990   46      1943    84870.46    82920.38   167790.83
 1990   47      1943    84703.59    82607.31   167310.91
 1990   47      1942    82916.33    80867.88   163784.21
 1990   48      1942    82744.24    80533.98   163278.22
 1990   48      1941    81309.83    78929.79   160239.63
 1990   49      1941    81122.91    78572.16   159695.08
 1990   49      1940    79877.08    77079.29   156956.38
 1990   50      1940    79668.15    76677.87   156346.02
 1990   50      1939    78487.25    75249.88   153737.13
 1990   51      1939    78263.61    74823.84   153087.45
 1990   51      1938    77242.79    73537.83   150780.63
 1990   52      1938    77005.06    73100.76   150105.82
 1990   52      1937    76276.38    72158.54   148434.92
 1990   53      1937    76029.73    71682.72   147712.44
 1990   53      1936    75560.58    71089.42   146650.00
 1990   54      1936    75301.77    70558.38   145860.15
 1990   54      1935    74956.67    70120.75   145077.42
 1990   55      1935    74682.74    69539.26   144222.00
 1990   55      1934    74353.04    69109.13   143462.17
 1990   56      1934    74061.49    68499.46   142560.95
 1990   56      1933    73771.92    68091.63   141863.54
 1990   57      1933    73428.52    67459.34   140887.86
 1990   57      1932    73191.63    67107.46   140299.08
 1990   58      1932    72815.03    66414.41   139229.43
 1990   58      1931    72554.96    66100.21   138655.17
 1990   59      1931    72168.61    65343.30   137511.90
 1990   59      1930    71870.88    65022.83   136893.71
 1990   60      1930    71457.88    64201.78   135659.66
 1990   60      1929    71153.25    63898.88   135052.13
 1990   61      1929    70699.42    63032.42   133731.84
 1990   61      1928    70221.63    62543.25   132764.88
 1990   62      1928    69727.55    61637.59   131365.14
 1990   62      1927    68810.46    60687.29   129497.75
 1990   63      1927    68295.63    59723.11   128018.74
 1990   63      1926    66911.42    58292.29   125203.71
 1990   64      1926    66391.35    57307.32   123698.67
 1990   64      1925    64792.25    55676.88   120469.13
 1990   65      1925    64254.76    54653.43   118908.19
 1990   65      1924    62612.13    53014.92   115627.04
 1990   66      1924    62040.27    51974.15   114014.42
 1990   66      1923    60338.08    50262.50   110600.58
 1990   67      1923    59706.95    49192.98   108899.93
 1990   67      1922    57983.96    47462.63   105446.58
 1990   68      1922    57266.78    46323.95   103590.72
 1990   68      1921    55565.38    44617.50   100182.88
 1990   69      1921    54747.33    43432.64    98179.97
 1990   69      1920    53093.71    41767.88    94861.58
 1990   70      1920    52127.96    40527.02    92654.97
 1990   70      1919    50565.50    38903.33    89468.83
 1990   71      1919    49530.50    37644.52    87175.02
 1990   71      1918    48029.08    36088.63    84117.71
 1990   72      1918    46982.11    34825.15    81807.26
 1990   72      1917    45522.46    33374.83    78897.29
 1990   73      1917    44444.91    32133.76    76578.67
 1990   73      1916    43056.96    30776.17    73833.13
 1990   74      1916    41981.40    29561.75    71543.14
 1990   74      1915    40667.58    28350.75    69018.33
 1990   75      1915    39596.35    27146.18    66742.53
 1990   75      1914    38355.67    26087.13    64442.79
 1990   76      1914    37288.01    24906.43    62194.43
 1990   76      1913    36129.92    24027.13    60157.04
 1990   77      1913    35029.75    22858.66    57888.41
 1990   77      1912    34025.25    22206.42    56231.67
 1990   78      1912    32866.02    21022.82    53888.84
 1990   78      1911    32073.83    20659.33    52733.17
 1990   79      1911    30874.96    19482.58    50357.54
 1990   79      1910    28260.25    17736.42    45996.67
 1990   80      1910    27866.98    16493.42    44360.39
 1990   80      1909    25840.01    15351.52    41191.53
 1990   81      1909    24705.01    14307.52    39012.53
 1990   81      1908    22804.02    13375.87    36179.89
 1990   82      1908    21658.02    12391.20    34049.22
 1990   82      1907    19924.52    11219.43    31143.95
 1990   83      1907    18788.52    10315.43    29103.95
 1990   83      1906    17246.35     9506.52    26752.87
 1990   84      1906    16137.35     8674.86    24812.21
 1990   84      1905    15086.60     8136.34    23222.94
 1990   85      1905    13990.60     7346.34    21336.94
 1990   85      1904    12965.19     6808.00    19773.19
 1990   86      1904    11921.52     6086.00    18007.53
 1990   86      1903    10802.98     5445.22    16248.21
 1990   87      1903     9856.65     4826.89    14683.54
 1990   87      1902     8879.08     4179.55    13058.63
 1990   88      1902     8013.08     3666.88    11679.96
 1990   88      1901     7351.66     3333.13    10684.79
 1990   89      1901     6544.33     2876.13     9420.45
 1990   89      1900     5891.83     2592.34     8484.17
 1990   90      1900     5181.17     2209.67     7390.84
 1990   90      1899     4258.01     1838.15     6096.16
 1990   91      1899     3685.01     1550.15     5235.16
 1990   91      1898     3033.89     1306.27     4340.16
 1990   92      1898     2578.89     1077.27     3656.16
 1990   92      1897     2302.66      973.88     3276.54
 1990   93      1897     1942.32      793.22     2735.54
 1990   93      1896     1734.38      698.92     2433.29
 1990   94      1896     1450.71      569.58     2020.29
 1990   94      1895     1236.51      471.14     1707.65
 1990   95      1895     1016.18      382.47     1398.65
 1990   95      1894      849.53      313.56     1163.09
 1990   96      1894      680.86      250.23      931.09
 1990   96      1893      578.29      218.56      796.85
 1990   97      1893      454.63      170.56      625.18
 1990   97      1892      393.76      151.33      545.09
 1990   98      1892      306.09      115.67      421.75
 1990   98      1891      264.37      104.75      369.12
 1990   99      1891      191.04       73.42      264.46
 1990   99      1890      151.87       60.05      211.92
 1990   100     1890      104.29       38.44      142.73
 1990   100     1889       87.01       33.62      120.63
 1990   101     1889       60.97       22.98       83.95
 1990   101     1888       50.91       20.21       71.12
 1990   102     1888       34.45       13.39       47.83
 1990   102     1887       29.19       11.75       40.94
 1990   103     1887       19.09        7.48       26.56
 1990   103     1886       16.15        6.76       22.91
 1990   104     1886       10.14        4.14       14.28
 1990   104     1885        8.70        3.79       12.50
 1990   105     1885        5.22        2.24        7.46
 1990   105     1884        4.57        1.81        6.38
 1990   106     1884        2.61        0.89        3.50
 1990   106     1883        1.98        0.80        2.78
 1990   107     1883        0.91        0.28        1.19
 1990   107     1882        1.03        0.35        1.38
 1990   108     1882        0.47        0.06        0.53
 1990   108     1881        0.36        0.09        0.44
 1990   109     1881        0.06        0.00        0.06
 1990   109     1880        0.09        0.00        0.09
 1990   110+       .        0.00        0.00        0.00
 1991    0      1991   167008.44   176069.35   343077.79
 1991    0      1990   168992.30   175803.29   344795.59
 1991    1      1990   168656.23   175299.57   343955.79
 1991    1      1989   173566.34   179092.47   352658.81
 1991    2      1989   172956.49   178498.68   351455.17
 1991    2      1988   167576.56   173187.74   340764.29
 1991    3      1988   167471.56   173070.32   340541.88
 1991    3      1987   163420.70   169031.93   332452.63
 1991    4      1987   163577.98   169151.06   332729.04
 1991    4      1986   160894.92   166472.99   327367.91
 1991    5      1986   161125.02   166652.65   327777.67
 1991    5      1985   159726.33   165219.73   324946.06
 1991    6      1985   159866.11   165299.16   325165.27
 1991    6      1984   159660.77   165025.81   324686.58
 1991    7      1984   159652.33   164947.89   324600.22
 1991    7      1983   160465.67   165662.74   326128.42
 1991    8      1983   160404.68   165530.15   325934.83
 1991    8      1982   161842.77   166845.13   328687.90
 1991    9      1982   161846.94   166774.82   328621.77
 1991    9      1981   163433.16   168217.59   331650.75
 1991   10      1981   163521.92   168227.22   331749.14
 1991   10      1980   165216.51   169765.11   334981.62
 1991   11      1980   165361.00   169832.33   335193.32
 1991   11      1979   167452.25   171745.63   339197.88
 1991   12      1979   167508.49   171726.39   339234.88
 1991   12      1978   168571.36   172600.23   341171.59
 1991   13      1978   168355.52   172312.54   340668.06
 1991   13      1977   166176.67   169948.39   336125.06
 1991   14      1977   165737.13   169435.33   335172.46
 1991   14      1976   160360.11   163889.43   324249.54
 1991   15      1976   159926.58   163371.72   323298.30
 1991   15      1975   153414.94   156702.86   310117.80
 1991   16      1975   153092.56   156298.64   309391.20
 1991   16      1974   146549.36   149569.67   296119.03
 1991   17      1974   146347.54   149284.24   295631.78
 1991   17      1973   140088.22   142857.17   282945.39
 1991   18      1973   140043.14   142718.41   282761.56
 1991   18      1972   135077.18   137656.79   272733.97
 1991   19      1972   135130.67   137613.78   272744.45
 1991   19      1971   131645.25   134077.67   265722.92
 1991   20      1971   131669.19   133996.68   265665.87
 1991   20      1970   128695.54   130984.41   259679.95
 1991   21      1970   128626.65   130806.75   259433.40
 1991   21      1969   125596.44   127720.68   253317.11
 1991   22      1969   125486.68   127498.96   252985.63
 1991   22      1968   122832.04   124757.07   247589.11
 1991   23      1968   122737.09   124549.00   247286.09
 1991   23      1967   120830.21   122513.77   243343.99
 1991   24      1967   120769.01   122345.81   243114.82
 1991   24      1966   119537.69   120927.48   240465.17
 1991   25      1966   119490.87   120769.21   240260.08
 1991   25      1965   118622.66   119695.10   238317.76
 1991   26      1965   118566.40   119541.52   238107.92
 1991   26      1964   117893.62   118684.42   236578.04
 1991   27      1964   117822.09   118526.87   236348.96
 1991   27      1963   117263.21   117658.00   234921.21
 1991   28      1963   117170.58   117446.68   234617.26
 1991   28      1962   116517.34   116174.22   232691.56
 1991   29      1962   116408.60   115915.13   232323.73
 1991   29      1961   115632.81   114233.19   229866.00
 1991   30      1961   115526.88   113962.98   229489.86
 1991   30      1960   114743.71   112206.11   226949.82
 1991   31      1960   114652.38   111954.20   226606.58
 1991   31      1959   113920.25   110288.97   224209.22
 1991   32      1959   113832.66   110064.06   223896.71
 1991   32      1958   113071.87   108549.66   221621.53
 1991   33      1958   112980.62   108370.84   221351.46
 1991   33      1957   112148.75   107305.25   219454.01
 1991   34      1957   112057.02   107159.00   219216.02
 1991   34      1956   111126.01   106527.05   217653.06
 1991   35      1956   111034.84   106376.89   217411.72
 1991   35      1955   110016.05   105873.82   215889.87
 1991   36      1955   109927.36   105711.59   215638.95
 1991   36      1954   108859.87   105187.57   214047.43
 1991   37      1954   108755.61   104997.41   213753.02
 1991   37      1953   107504.84   104271.48   211776.32
 1991   38      1953   107364.78   104030.94   211395.72
 1991   38      1952   105750.73   102750.41   208501.13
 1991   39      1952   105590.27   102472.85   208063.12
 1991   39      1951   103625.13   100617.45   204242.58
 1991   40      1951   103469.17   100324.97   203794.14
 1991   40      1950   101335.28    98256.38   199591.66
 1991   41      1950   101186.02    97985.02   199171.03
 1991   41      1949    99027.10    95946.45   194973.55
 1991   42      1949    98870.82    95684.72   194555.55
 1991   42      1948    96666.47    93599.94   190266.41
 1991   43      1948    96503.91    93338.61   189842.52
 1991   43      1947    94237.95    91299.33   185537.28
 1991   44      1947    94073.98    91032.82   185106.80
 1991   44      1946    91782.99    89080.93   180863.92
 1991   45      1946    91609.55    88781.43   180390.98
 1991   45      1945    89328.92    86838.06   176166.99
 1991   46      1945    89137.97    86524.45   175662.42
 1991   46      1944    86900.81    84627.20   171528.01
 1991   47      1944    86705.62    84289.35   170994.97
 1991   47      1943    84617.59    82448.15   167065.74
 1991   48      1943    84425.01    82076.87   166501.87
 1991   48      1942    82653.07    80364.32   163017.39
 1991   49      1942    82462.11    79964.77   162426.88
 1991   49      1941    81030.58    78387.50   159418.08
 1991   50      1941    80821.84    77948.88   158770.72
 1991   50      1940    79561.32    76461.53   156022.85
 1991   51      1940    79320.11    76009.27   155329.38
 1991   51      1939    78154.94    74611.34   152766.28
 1991   52      1939    77892.18    74145.33   152037.51
 1991   52      1938    76889.90    72879.92   149769.82
 1991   53      1938    76614.71    72379.27   148993.97
 1991   53      1937    75913.89    71441.22   147355.11
 1991   54      1937    75644.73    70910.21   146554.93
 1991   54      1936    75182.11    70290.21   145472.32
 1991   55      1936    74890.88    69705.32   144596.20
 1991   55      1935    74549.58    69242.76   143792.34
 1991   56      1935    74223.54    68596.10   142819.64
 1991   56      1934    73920.49    68191.79   142112.28
 1991   57      1934    73569.97    67525.15   141095.13
 1991   57      1933    73267.02    67148.68   140415.70
 1991   58      1933    72882.38    66454.28   139336.66
 1991   58      1932    72643.20    66050.57   138693.77
 1991   59      1932    72237.91    65312.51   137550.41
 1991   59      1931    71986.27    64950.13   136936.40
 1991   60      1931    71560.34    64147.44   135707.78
 1991   60      1930    71254.54    63761.61   135016.16
 1991   61      1930    70810.29    62914.41   133724.70
 1991   61      1929    70483.59    62609.92   133093.50
 1991   62      1929    69987.44    61709.45   131696.89
 1991   62      1928    69496.71    61189.59   130686.30
 1991   63      1928    68930.53    60224.40   129154.92
 1991   63      1927    68055.97    59260.61   127316.58
 1991   64      1927    67445.50    58233.93   125679.43
 1991   64      1926    66135.69    56821.98   122957.67
 1991   65      1926    65508.98    55748.94   121257.92
 1991   65      1925    63987.60    54136.26   118123.86
 1991   66      1925    63369.32    53075.36   116444.69
 1991   66      1924    61765.27    51470.65   113235.92
 1991   67      1924    61107.49    50393.33   111500.82
 1991   67      1923    59403.45    48662.31   108065.76
 1991   68      1923    58676.44    47527.05   106203.49
 1991   68      1922    56951.28    45786.61   102737.89
 1991   69      1922    56109.73    44557.59   100667.32
 1991   69      1921    54408.50    42879.97    97288.47
 1991   70      1921    53412.91    41572.40    94985.31
 1991   70      1920    51776.96    39958.85    91735.81
 1991   71      1920    50507.23    38595.88    89103.11
 1991   71      1919    49166.16    37109.36    86275.52
 1991   72      1919    47751.56    35677.05    83428.61
 1991   72      1918    46612.61    34283.81    80896.43
 1991   73      1918    45211.46    32851.73    78063.19
 1991   73      1917    44052.75    31611.43    75664.17
 1991   74      1917    42638.61    30213.63    72852.24
 1991   74      1916    41556.89    29007.58    70564.48
 1991   75      1916    40225.75    27691.61    67917.36
 1991   75      1915    39130.35    26586.51    65716.86
 1991   76      1915    37897.58    25363.23    63260.81
 1991   76      1914    36775.17    24328.26    61103.43
 1991   77      1914    35638.67    23147.10    58785.77
 1991   77      1913    34507.25    22277.00    56784.25
 1991   78      1913    33341.51    21106.22    54447.73
 1991   78      1912    32314.35    20444.32    52758.67
 1991   79      1912    31065.81    19303.08    50368.89
 1991   79      1911    30318.79    18945.75    49264.54
 1991   80      1911    29097.10    17380.19    46477.29
 1991   80      1910    27299.48    15955.75    43255.23
 1991   81      1910    26156.14    14926.75    41082.89
 1991   81      1909    24135.85    13807.52    37943.37
 1991   82      1909    23005.85    12851.52    35857.37
 1991   82      1908    21090.36    11919.37    33009.72
 1991   83      1908    19958.69    11005.70    30964.39
 1991   83      1907    18223.85     9878.10    28101.95
 1991   84      1907    17138.85     9037.77    26176.62
 1991   84      1906    15604.02     8275.36    23879.37
 1991   85      1906    14571.02     7514.02    22085.04
 1991   85      1905    13459.77     6969.51    20429.27
 1991   86      1905    12441.77     6272.84    18714.61
 1991   86      1904    11421.19     5751.17    17172.36
 1991   87      1904    10463.52     5128.17    15591.69
 1991   87      1903     9404.15     4538.39    13942.54
 1991   88      1903     8529.15     4001.72    12530.87
 1991   88      1902     7595.25     3428.05    11023.29
 1991   89      1902     6815.25     2971.38     9786.63
 1991   89      1901     6165.99     2657.13     8823.12
 1991   90      1901     5460.66     2281.46     7742.12
 1991   90      1900     4848.83     2043.34     6892.17
 1991   91      1900     4232.17     1745.00     5977.17
 1991   91      1899     3419.34     1419.65     4838.99
 1991   92      1899     2940.34     1191.98     4132.32
 1991   92      1898     2373.23      975.77     3349.00
 1991   93      1898     2019.89      809.44     2829.33
 1991   93      1897     1785.66      717.05     2502.71
 1991   94      1897     1500.99      587.05     2088.04
 1991   94      1896     1320.71      513.42     1834.13
 1991   95      1896     1086.38      408.42     1494.79
 1991   95      1895      916.34      340.81     1257.15
 1991   96      1895      742.34      269.81     1012.15
 1991   96      1894      606.36      223.23      829.59
 1991   97      1894      483.03      179.90      662.92
 1991   97      1893      402.63      150.72      553.35
 1991   98      1893      315.29      119.06      434.35
 1991   98      1892      268.59      100.67      369.25
 1991   99      1892      197.80       72.68      270.48
 1991   99      1891      156.15       58.30      214.45
 1991   100     1891      111.26       39.53      150.79
 1991   100     1890       88.50       32.22      120.72
 1991   101     1890       64.03       22.97       86.99
 1991   101     1889       50.91       19.00       69.91
 1991   102     1889       35.73       13.26       48.99
 1991   102     1888       28.24       10.90       39.13
 1991   103     1888       19.10        7.43       26.53
 1991   103     1887       15.36        5.96       21.32
 1991   104     1887       10.04        3.92       13.96
 1991   104     1886        7.97        3.24       11.21
 1991   105     1886        4.96        2.07        7.03
 1991   105     1885        4.00        1.71        5.71
 1991   106     1885        2.35        1.05        3.40
 1991   106     1884        1.94        0.59        2.53
 1991   107     1884        1.07        0.23        1.30
 1991   107     1883        0.55        0.11        0.66
 1991   108     1883        0.09        0.00        0.09
 1991   108     1882        0.28        0.00        0.28
 1991   109     1882        0.05        0.00        0.05
 1991   109     1881        0.00        0.00        0.00
 1991   110+       .        0.00        0.00        0.00
 1992    0      1992   163312.54   172222.93   335535.47
 1992    0      1991   165863.11   174560.68   340423.79
 1992    1      1991   165940.99   174276.37   340217.37
 1992    1      1990   168548.23   175181.90   343730.13
 1992    2      1990   168517.48   175054.18   343571.66
 1992    2      1989   172905.99   178448.18   351354.17
 1992    3      1989   172380.13   177924.71   350304.85
 1992    3      1988   167446.39   173034.15   340480.54
 1992    4      1988   167376.06   172942.41   340318.46
 1992    4      1987   163557.82   169125.23   332683.04
 1992    5      1987   163725.43   169262.03   332987.46
 1992    5      1986   161108.18   166631.82   327740.00
 1992    6      1986   161345.28   166821.81   328167.09
 1992    6      1985   159852.77   165279.66   325132.43
 1992    7      1985   159999.55   165361.76   325361.31
 1992    7      1984   159641.17   164928.05   324569.22
 1992    8      1984   159634.06   164850.13   324484.19
 1992    8      1983   160392.01   165511.65   325903.67
 1992    9      1983   160322.02   165371.73   325693.75
 1992    9      1982   161831.61   166752.66   328584.27
 1992   10      1982   161825.11   166670.69   328495.79
 1992   10      1981   163507.42   168206.55   331713.97
 1992   11      1981   163596.51   168209.85   331806.36
 1992   11      1980   165349.50   169812.33   335161.82
 1992   12      1980   165497.31   169871.55   335368.85
 1992   12      1979   167496.99   171705.89   339202.88
 1992   13      1979   167548.23   171673.31   339221.54
 1992   13      1978   168339.18   172286.54   340625.72
 1992   14      1978   168114.34   171983.18   340097.52
 1992   14      1977   165718.96   169405.00   335123.96
 1992   15      1977   165271.08   168872.28   334143.37
 1992   15      1976   159907.24   163333.56   323240.80
 1992   16      1976   159467.38   162794.52   322261.89
 1992   16      1975   153070.22   156256.31   309326.53
 1992   17      1975   152748.51   155825.09   308573.59
 1992   17      1974   146324.87   149232.41   295557.28
 1992   18      1974   146125.72   148922.65   295048.37
 1992   18      1973   140020.48   142667.08   282687.56
 1992   19      1973   139967.73   142506.32   282474.06
 1992   19      1972   135105.17   137555.95   272661.12
 1992   20      1972   135143.67   137486.61   272630.28
 1992   20      1971   131642.36   133936.01   265578.37
 1992   21      1971   131656.63   133841.36   265497.99
 1992   21      1970   128601.99   130750.91   259352.90
 1992   22      1970   128530.44   130560.58   259091.02
 1992   22      1969   125465.18   127443.12   252908.30
 1992   23      1969   125349.42   127199.41   252548.82
 1992   23      1968   122712.76   124490.67   247203.43
 1992   24      1968   122612.82   124264.92   246877.75
 1992   24      1967   120743.84   122290.48   243034.32
 1992   25      1967   120682.64   122100.84   242783.48
 1992   25      1966   119464.87   120704.71   240169.58
 1992   26      1966   119413.72   120534.44   239948.15
 1992   26      1965   118538.40   119486.35   238024.75
 1992   27      1965   118478.15   119322.43   237800.57
 1992   27      1964   117793.93   118470.70   236264.63
 1992   28      1964   117721.73   118289.14   236010.87
 1992   28      1963   117138.42   117387.68   234526.09
 1992   29      1963   117041.13   117162.03   234203.15
 1992   29      1962   116375.10   115857.96   232233.06
 1992   30      1962   116258.69   115575.87   231834.56
 1992   30      1961   115494.88   113893.31   229388.19
 1992   31      1961   115379.95   113610.44   228990.39
 1992   31      1960   114619.38   111896.70   226516.08
 1992   32      1960   114516.06   111646.47   226162.52
 1992   32      1959   113795.49   110004.89   223800.38
 1992   33      1959   113696.23   109769.63   223465.87
 1992   33      1958   112941.95   108308.34   221250.29
 1992   34      1958   112844.37   108110.85   220955.21
 1992   34      1957   112018.02   107089.33   219107.36
 1992   35      1957   111915.63   106914.41   218830.04
 1992   35      1956   110990.34   106299.89   217290.22
 1992   36      1956   110886.49   106134.40   217020.89
 1992   36      1955   109882.86   105640.26   215523.12
 1992   37      1955   109780.18   105457.36   215237.53
 1992   37      1954   108702.78   104910.91   213613.69
 1992   38      1954   108584.86   104688.43   213273.29
 1992   38      1953   107307.94   103944.44   211252.38
 1992   39      1953   107161.22   103674.23   210835.45
 1992   39      1952   105530.77   102378.35   207909.12
 1992   40      1952   105356.98   102052.45   207409.43
 1992   40      1951   103404.00   100207.13   203611.14
 1992   41      1951   103229.39    99878.32   203107.70
 1992   41      1950   101118.18    97872.85   198991.03
 1992   42      1950   100951.59    97570.49   198522.08
 1992   42      1949    98796.82    95559.56   194356.38
 1992   43      1949    98625.21    95262.83   193888.04
 1992   43      1948    96425.91    93212.11   189638.02
 1992   44      1948    96256.35    92913.44   189169.79
 1992   44      1947    93998.64    90894.65   184893.30
 1992   45      1947    93820.67    90577.82   184398.49
 1992   45      1946    91527.38    88626.10   180153.48
 1992   46      1946    91327.28    88282.26   179609.53
 1992   46      1945    89049.81    86359.29   175409.09
 1992   47      1945    88835.85    86007.34   174843.20
 1992   47      1944    86614.29    84119.68   170733.97
 1992   48      1944    86398.10    83741.84   170139.94
 1992   48      1943    84327.34    81896.87   166224.21
 1992   49      1943    84115.42    81480.93   165596.35
 1992   49      1942    82366.28    79770.11   162136.38
 1992   50      1942    82144.98    79292.89   161437.87
 1992   50      1941    80712.18    77719.38   158431.56
 1992   51      1941    80469.77    77212.76   157682.53
 1992   51      1940    79203.27    75781.61   154984.88
 1992   52      1940    78938.06    75275.01   154213.07
 1992   52      1939    77770.85    73903.16   151674.01
 1992   53      1939    77500.42    73351.49   150851.91
 1992   53      1938    76500.21    72123.77   148623.97
 1992   54      1938    76216.69    71537.11   147753.79
 1992   54      1937    75522.73    70641.21   146163.93
 1992   55      1937    75219.22    70021.54   145240.76
 1992   55      1936    74754.22    69400.32   144154.53
 1992   56      1936    74429.66    68754.09   143183.75
 1992   56      1935    74075.04    68278.76   142353.81
 1992   57      1935    73719.35    67610.09   141329.44
 1992   57      1934    73413.80    67209.15   140622.96
 1992   58      1934    73019.28    66455.18   139474.47
 1992   58      1933    72710.22    66089.28   138799.50
 1992   59      1933    72285.25    65282.88   137568.13
 1992   59      1932    72057.41    64924.01   136981.41
 1992   60      1932    71615.79    64091.61   135707.40
 1992   60      1931    71361.67    63702.60   135064.28
 1992   61      1931    70887.74    62832.91   133720.65
 1992   61      1930    70592.62    62472.08   133064.70
 1992   62      1930    70089.70    61572.22   131661.92
 1992   62      1929    69748.94    61254.78   131003.72
 1992   63      1929    69201.13    60293.64   129494.78
 1992   63      1928    68683.86    59765.23   128449.09
 1992   64      1928    68065.68    58721.37   126787.05
 1992   64      1927    67173.00    57735.43   124908.43
 1992   65      1927    66521.54    56603.42   123124.95
 1992   65      1926    65233.15    55222.61   120455.75
 1992   66      1926    64572.78    54084.23   118657.01
 1992   66      1925    63082.82    52557.70   115640.52
 1992   67      1925    62411.55    51418.80   113830.35
 1992   67      1924    60802.66    49848.33   110650.99
 1992   68      1924    60080.88    48671.01   108751.89
 1992   68      1923    58351.44    46973.72   105325.16
 1992   69      1923    57529.09    45732.13   103261.22
 1992   69      1922    55757.57    43983.59    99741.15
 1992   70      1922    54809.69    42612.56    97422.24
 1992   70      1921    53049.41    40974.23    94023.65
 1992   71      1921    51963.49    39570.32    91533.82
 1992   71      1920    50120.23    38025.05    88145.28
 1992   72      1920    48777.50    36593.75    85371.24
 1992   72      1919    47364.90    35115.55    82480.45
