ARG, Deaths (period 5x1), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
  1994        85-89            14441.00         9204.00        23645.00
  1994        90-94             7193.00         3498.00        10691.00
  1994        95-99             1907.00          782.00         2689.00
  1994       100-104             259.47           72.98          332.45
  1994       105-109              17.53            4.04           21.57
  1994       110+                  0.00            0.00            0.00
  1995           0              6471.00         8401.00        14872.00
  1995         1-4               999.00         1225.00         2224.00
  1995         5-9               383.00          534.00          917.00
  1995        10-14              455.00          657.00         1112.00
  1995        15-19              769.00         1744.00         2513.00
  1995        20-24              864.00         2209.00         3073.00
  1995        25-29             1023.00         2256.00         3279.00
  1995        30-34             1154.00         2223.00         3377.00
  1995        35-39             1511.00         2783.00         4294.00
  1995        40-44             2212.00         3719.00         5931.00
  1995        45-49             2999.00         5521.00         8520.00
  1995        50-54             3831.00         7497.00        11328.00
  1995        55-59             4834.00        10064.00        14898.00
  1995        60-64             6776.00        14065.00        20841.00
  1995        65-69             9790.00        17531.00        27321.00
  1995        70-74            13230.00        19341.00        32571.00
  1995        75-79            16044.00        17920.00        33964.00
  1995        80-84            19650.00        16614.00        36264.00
  1995        85-89            16511.00        10283.00        26794.00
  1995        90-94             8774.00         4056.00        12830.00
  1995        95-99             2296.00          924.00         3220.00
  1995       100-104             262.19           75.63          337.82
  1995       105-109              13.83            3.38           17.21
  1995       110+                  0.00            0.00            0.00
  1996           0              6071.00         8132.00        14203.00
  1996         1-4              1019.00         1290.00         2309.00
  1996         5-9               398.00          558.00          956.00
  1996        10-14              413.00          651.00         1064.00
  1996        15-19              797.00         1718.00         2515.00
  1996        20-24              878.00         2254.00         3132.00
  1996        25-29              993.00         2398.00         3391.00
  1996        30-34             1191.00         2462.00         3653.00
  1996        35-39             1548.00         2869.00         4417.00
  1996        40-44             2162.00         3793.00         5955.00
  1996        45-49             2905.00         5590.00         8495.00
  1996        50-54             3875.00         7721.00        11596.00
  1996        55-59             4983.00        10083.00        15066.00
  1996        60-64             6800.00        13644.00        20444.00
  1996        65-69             9867.00        17554.00        27421.00
  1996        70-74            13066.00        19189.00        32255.00
  1996        75-79            15510.00        17966.00        33476.00
  1996        80-84            18970.00        15712.00        34682.00
  1996        85-89            16275.00        10340.00        26615.00
  1996        90-94             8598.00         4320.00        12918.00
  1996        95-99             2320.00          999.00         3319.00
  1996       100-104             268.68           89.72          358.40
  1996       105-109              14.32            4.30           18.62
  1996       110+                  0.00            0.00            0.00
  1997           0              5710.00         7326.00        13036.00
  1997         1-4              1030.00         1255.00         2285.00
  1997         5-9               408.00          547.00          955.00
  1997        10-14              432.00          627.00         1059.00
  1997        15-19              734.00         1824.00         2558.00
  1997        20-24              964.00         2295.00         3259.00
  1997        25-29              989.00         2359.00         3348.00
  1997        30-34             1155.00         2346.00         3501.00
  1997        35-39             1543.00         2706.00         4249.00
  1997        40-44             2238.00         3742.00         5980.00
  1997        45-49             3015.00         5629.00         8644.00
  1997        50-54             3946.00         7752.00        11698.00
  1997        55-59             4802.00        10143.00        14945.00
  1997        60-64             6573.00        13292.00        19865.00
  1997        65-69             9725.00        17522.00        27247.00
  1997        70-74            13069.00        19696.00        32765.00
  1997        75-79            15864.00        18426.00        34290.00
  1997        80-84            19280.00        15815.00        35095.00
  1997        85-89            17315.00        10877.00        28192.00
  1997        90-94             9122.00         4315.00        13437.00
  1997        95-99             2646.00          988.00         3634.00
  1997       100-104             341.83           99.36          441.19
  1997       105-109              19.18            4.64           23.82
  1997       110+                  0.00            0.00            0.00
  1998           0              5587.00         7509.00        13096.00
  1998         1-4               994.00         1298.00         2292.00
  1998         5-9               397.00          611.00         1008.00
  1998        10-14              417.00          635.00         1052.00
  1998        15-19              823.00         1829.00         2652.00
  1998        20-24              884.00         2381.00         3265.00
  1998        25-29              963.00         2345.00         3308.00
  1998        30-34             1134.00         2359.00         3493.00
  1998        35-39             1451.00         2616.00         4067.00
  1998        40-44             2018.00         3724.00         5742.00
  1998        45-49             3078.00         5526.00         8604.00
  1998        50-54             3989.00         7763.00        11752.00
  1998        55-59             5018.00        10145.00        15163.00
  1998        60-64             6786.00        13080.00        19866.00
  1998        65-69             9891.00        17665.00        27556.00
  1998        70-74            13325.00        20110.00        33435.00
  1998        75-79            17014.00        19716.00        36730.00
  1998        80-84            19586.00        16616.00        36202.00
  1998        85-89            19008.00        11815.00        30823.00
  1998        90-94            10380.00         4881.00        15261.00
  1998        95-99             3316.00         1192.00         4508.00
  1998       100-104             369.06           97.99          467.05
  1998       105-109              19.92            4.02           23.94
  1998       110+                  0.00            0.00            0.00
  1999           0              5339.00         6813.00        12152.00
  1999         1-4               842.00         1119.00         1961.00
  1999         5-9               403.00          571.00          974.00
  1999        10-14              440.00          627.00         1067.00
  1999        15-19              775.00         1867.00         2642.00
  1999        20-24              878.00         2475.00         3353.00
  1999        25-29              940.00         2239.00         3179.00
  1999        30-34             1133.00         2287.00         3420.00
  1999        35-39             1482.00         2671.00         4153.00
  1999        40-44             2207.00         3738.00         5945.00
  1999        45-49             3072.00         5658.00         8730.00
  1999        50-54             4061.00         7807.00        11868.00
  1999        55-59             5219.00        10195.00        15414.00
  1999        60-64             6876.00        13520.00        20396.00
  1999        65-69             9948.00        17814.00        27762.00
  1999        70-74            13906.00        20821.00        34727.00
  1999        75-79            18084.00        21099.00        39183.00
  1999        80-84            20151.00        17028.00        37179.00
  1999        85-89            20361.00        12400.00        32761.00
  1999        90-94            11434.00         5330.00        16764.00
  1999        95-99             3632.00         1325.00         4957.00
  1999       100-104             451.36          113.47          564.83
  1999       105-109              26.62            5.54           32.16
  1999       110+                  0.00            0.00            0.00
  2000           0              5023.00         6656.00        11679.00
  2000         1-4               876.00         1001.00         1877.00
  2000         5-9               386.00          523.00          909.00
  2000        10-14              402.00          597.00          999.00
  2000        15-19              664.00         1789.00         2453.00
  2000        20-24              818.00         2529.00         3347.00
  2000        25-29              915.00         2331.00         3246.00
  2000        30-34             1086.00         2283.00         3369.00
  2000        35-39             1431.00         2585.00         4016.00
  2000        40-44             2106.00         3597.00         5703.00
  2000        45-49             3012.00         5394.00         8406.00
  2000        50-54             4092.00         7687.00        11779.00
  2000        55-59             5155.00         9922.00        15077.00
  2000        60-64             6597.00        12765.00        19362.00
  2000        65-69             9361.00        16371.00        25732.00
  2000        70-74            13385.00        19994.00        33379.00
  2000        75-79            17141.00        20546.00        37687.00
  2000        80-84            19520.00        16223.00        35743.00
  2000        85-89            19308.00        12011.00        31319.00
  2000        90-94            10989.00         5222.00        16211.00
  2000        95-99             3453.00         1249.00         4702.00
  2000       100-104             532.31          202.41          734.72
  2000       105-109              36.05           15.59           51.64
  2000       110+                  0.64            0.00            0.64
  2001           0              4883.00         6262.00        11145.00
  2001         1-4               798.00         1002.00         1800.00
  2001         5-9               421.00          537.00          958.00
  2001        10-14              416.00          614.00         1030.00
  2001        15-19              770.00         1919.00         2689.00
  2001        20-24              824.00         2634.00         3458.00
  2001        25-29              883.00         2302.00         3185.00
  2001        30-34             1097.00         2348.00         3445.00
  2001        35-39             1455.00         2651.00         4106.00
  2001        40-44             2073.00         3473.00         5546.00
  2001        45-49             3072.00         5312.00         8384.00
  2001        50-54             4214.00         7736.00        11950.00
  2001        55-59             5196.00        10231.00        15427.00
  2001        60-64             6745.00        12992.00        19737.00
  2001        65-69             9241.00        16522.00        25763.00
  2001        70-74            13719.00        20498.00        34217.00
  2001        75-79            17869.00        21120.00        38989.00
  2001        80-84            20279.00        17342.00        37621.00
  2001        85-89            20331.00        12515.00        32846.00
  2001        90-94            12341.00         5590.00        17931.00
  2001        95-99             3944.00         1359.00         5303.00
  2001       100-104             557.77          151.73          709.50
  2001       105-109              34.88            8.28           43.16
  2001       110+                  0.34            0.00            0.34
  2002           0              5179.00         6578.00        11757.00
  2002         1-4               817.00         1054.00         1871.00
  2002         5-9               389.00          503.00          892.00
  2002        10-14              416.00          623.00         1039.00
  2002        15-19              702.00         1908.00         2610.00
  2002        20-24              821.00         2639.00         3460.00
  2002        25-29              905.00         2367.00         3272.00
  2002        30-34             1109.00         2372.00         3481.00
  2002        35-39             1437.00         2502.00         3939.00
  2002        40-44             2052.00         3534.00         5586.00
  2002        45-49             2868.00         5268.00         8136.00
  2002        50-54             4294.00         8029.00        12323.00
  2002        55-59             5410.00        10588.00        15998.00
  2002        60-64             6888.00        13449.00        20337.00
  2002        65-69             9320.00        16608.00        25928.00
  2002        70-74            13720.00        20859.00        34579.00
  2002        75-79            17986.00        21672.00        39658.00
  2002        80-84            20896.00        17900.00        38796.00
  2002        85-89            20233.00        12250.00        32483.00
  2002        90-94            12932.00         5897.00        18829.00
  2002        95-99             3943.00         1366.00         5309.00
  2002       100-104             593.23          157.91          751.14
  2002       105-109              37.42            8.11           45.53
  2002       110+                  0.36            0.00            0.36
  2003           0              5103.00         6399.00        11502.00
  2003         1-4               834.00          981.00         1815.00
  2003         5-9               355.00          515.00          870.00
  2003        10-14              399.00          559.00          958.00
  2003        15-19              713.00         1721.00         2434.00
  2003        20-24              818.00         2303.00         3121.00
  2003        25-29              911.00         2215.00         3126.00
  2003        30-34             1142.00         2257.00         3399.00
  2003        35-39             1384.00         2512.00         3896.00
  2003        40-44             2070.00         3404.00         5474.00
  2003        45-49             3055.00         5223.00         8278.00
  2003        50-54             4449.00         7929.00        12378.00
  2003        55-59             5692.00        10683.00        16375.00
  2003        60-64             6884.00        13597.00        20481.00
  2003        65-69             9434.00        16714.00        26148.00
  2003        70-74            13998.00        21212.00        35210.00
  2003        75-79            18989.00        22745.00        41734.00
  2003        80-84            22349.00        19701.00        42050.00
  2003        85-89            21427.00        12934.00        34361.00
  2003        90-94            14500.00         6480.00        20980.00
  2003        95-99             4713.00         1604.00         6317.00
  2003       100-104             698.90          175.41          874.31
  2003       105-109              42.42            9.60           52.02
  2003       110+                  0.70            0.00            0.70
  2004           0              4656.00         5907.00        10563.00
  2004         1-4               735.00          908.00         1643.00
  2004         5-9               356.00          482.00          838.00
  2004        10-14              397.00          617.00         1014.00
  2004        15-19              674.00         1643.00         2317.00
  2004        20-24              757.00         2219.00         2976.00
  2004        25-29              897.00         2053.00         2950.00
  2004        30-34             1065.00         2099.00         3164.00
  2004        35-39             1383.00         2349.00         3732.00
  2004        40-44             2010.00         3219.00         5229.00
  2004        45-49             2935.00         4969.00         7904.00
  2004        50-54             4325.00         7685.00        12010.00
  2004        55-59             5618.00        10427.00        16045.00
  2004        60-64             7105.00        13137.00        20242.00
  2004        65-69             9249.00        15957.00        25206.00
  2004        70-74            13438.00        20285.00        33723.00
  2004        75-79            18565.00        22091.00        40656.00
  2004        80-84            22835.00        19472.00        42307.00
  2004        85-89            21063.00        12329.00        33392.00
  2004        90-94            14536.00         6419.00        20955.00
  2004        95-99             4753.00         1557.00         6310.00
  2004       100-104             700.02          197.51          897.53
  2004       105-109              41.29           11.47           52.76
  2004       110+                  0.69            0.00            0.69
  2005           0              4089.00         5420.00         9509.00
  2005         1-4               729.00          806.00         1535.00
  2005         5-9               366.00          538.00          904.00
  2005        10-14              400.00          620.00         1020.00
  2005        15-19              678.00         1636.00         2314.00
  2005        20-24              744.00         2191.00         2935.00
  2005        25-29              865.00         2158.00         3023.00
  2005        30-34             1026.00         2043.00         3069.00
  2005        35-39             1328.00         2286.00         3614.00
  2005        40-44             1987.00         3177.00         5164.00
  2005        45-49             2951.00         4956.00         7907.00
  2005        50-54             4251.00         7642.00        11893.00
  2005        55-59             5515.00        10341.00        15856.00
  2005        60-64             7085.00        13457.00        20542.00
  2005        65-69             9175.00        16139.00        25314.00
  2005        70-74            13022.00        19837.00        32859.00
  2005        75-79            18792.00        21884.00        40676.00
  2005        80-84            22992.00        19646.00        42638.00
  2005        85-89            21153.00        12723.00        33876.00
  2005        90-94            14694.00         6256.00        20950.00
  2005        95-99             5088.00         1606.00         6694.00
  2005       100-104             758.13          186.15          944.28
  2005       105-109              48.09           10.84           58.93
  2005       110+                  0.79            0.00            0.79
  2006           0              3920.00         5083.00         9003.00
  2006         1-4               716.00          876.00         1592.00
  2006         5-9               401.00          487.00          888.00
  2006        10-14              433.00          667.00         1100.00
  2006        15-19              732.00         1673.00         2405.00
  2006        20-24              782.00         2213.00         2995.00
  2006        25-29              915.00         2224.00         3139.00
  2006        30-34             1073.00         2131.00         3204.00
  2006        35-39             1422.00         2523.00         3945.00
  2006        40-44             1925.00         3205.00         5130.00
  2006        45-49             2904.00         4989.00         7893.00
  2006        50-54             4196.00         7453.00        11649.00
  2006        55-59             5625.00        10517.00        16142.00
  2006        60-64             7449.00        13310.00        20759.00
  2006        65-69             9129.00        15698.00        24827.00
  2006        70-74            12597.00        19157.00        31754.00
  2006        75-79            18432.00        21933.00        40365.00
  2006        80-84            22883.00        19789.00        42672.00
  2006        85-89            21253.00        12759.00        34012.00
  2006        90-94            15010.00         6153.00        21163.00
  2006        95-99             5139.00         1619.00         6758.00
  2006       100-104             784.72          191.78          976.50
  2006       105-109              51.42           12.21           63.63
  2006       110+                  0.85            0.00            0.85
  2007           0              4087.00         5274.00         9361.00
  2007         1-4               749.00          873.00         1622.00
  2007         5-9               351.00          458.00          809.00
  2007        10-14              462.00          648.00         1110.00
  2007        15-19              741.00         1826.00         2567.00
  2007        20-24              800.00         2294.00         3094.00
  2007        25-29              971.00         2386.00         3357.00
  2007        30-34             1129.00         2271.00         3400.00
  2007        35-39             1430.00         2592.00         4022.00
  2007        40-44             2011.00         3339.00         5350.00
  2007        45-49             2967.00         4993.00         7960.00
  2007        50-54             4361.00         7825.00        12186.00
  2007        55-59             5971.00        11067.00        17038.00
  2007        60-64             7733.00        14325.00        22058.00
  2007        65-69             9950.00        17120.00        27070.00
  2007        70-74            13318.00        19997.00        33315.00
  2007        75-79            20140.00        23159.00        43299.00
  2007        80-84            24853.00        21834.00        46687.00
  2007        85-89            24185.00        14898.00        39083.00
  2007        90-94            16500.00         6909.00        23409.00
  2007        95-99             6126.00         1840.00         7966.00
  2007       100-104             935.28          228.33         1163.61
  2007       105-109              63.32           14.66           77.98
  2007       110+                  1.38            0.00            1.38
  2008           0              4118.00         5216.00         9334.00
  2008         1-4               687.00          829.00         1516.00
  2008         5-9               372.00          478.00          850.00
  2008        10-14              426.00          605.00         1031.00
  2008        15-19              781.00         1910.00         2691.00
  2008        20-24              834.00         2466.00         3300.00
  2008        25-29              939.00         2519.00         3458.00
  2008        30-34             1109.00         2449.00         3558.00
  2008        35-39             1428.00         2548.00         3976.00
  2008        40-44             1867.00         3395.00         5262.00
  2008        45-49             2950.00         4863.00         7813.00
  2008        50-54             4283.00         7756.00        12039.00
  2008        55-59             5957.00        10760.00        16717.00
  2008        60-64             7524.00        13804.00        21328.00
  2008        65-69             9641.00        16492.00        26133.00
  2008        70-74            12627.00        18682.00        31309.00
  2008        75-79            18102.00        21803.00        39905.00
  2008        80-84            23782.00        20460.00        44242.00
  2008        85-89            23069.00        14293.00        37362.00
  2008        90-94            14937.00         6204.00        21141.00
  2008        95-99             5898.00         1819.00         7717.00
  2008       100-104             857.17          193.97         1051.14
  2008       105-109              58.63           12.03           70.66
  2008       110+                  1.19            0.00            1.19
  2009           0              3928.00         5135.00         9063.00
  2009         1-4               700.00          793.00         1493.00
  2009         5-9               400.00          459.00          859.00
  2009        10-14              415.00          621.00         1036.00
  2009        15-19              814.00         1912.00         2726.00
  2009        20-24              874.00         2509.00         3383.00
  2009        25-29             1061.00         2450.00         3511.00
  2009        30-34             1317.00         2423.00         3740.00
  2009        35-39             1612.00         2690.00         4302.00
  2009        40-44             2105.00         3307.00         5412.00
  2009        45-49             3019.00         4848.00         7867.00
  2009        50-54             4427.00         7591.00        12018.00
  2009        55-59             6017.00        10861.00        16878.00
  2009        60-64             7969.00        13907.00        21876.00
  2009        65-69             9680.00        16528.00        26208.00
  2009        70-74            12680.00        18506.00        31186.00
  2009        75-79            17946.00        21354.00        39300.00
  2009        80-84            23489.00        20805.00        44294.00
  2009        85-89            23791.00        14903.00        38694.00
  2009        90-94            14958.00         6353.00        21311.00
  2009        95-99             6010.00         1960.00         7970.00
  2009       100-104             886.70          192.12         1078.82
  2009       105-109              63.00           10.88           73.88
  2009       110+                  1.28            0.00            1.28
  2010           0              3925.00         5080.00         9005.00
  2010         1-4               631.00          810.00         1441.00
  2010         5-9               318.00          426.00          744.00
  2010        10-14              433.00          557.00          990.00
  2010        15-19              752.00         1882.00         2634.00
  2010        20-24              859.00         2541.00         3400.00
  2010        25-29              910.00         2374.00         3284.00
  2010        30-34             1287.00         2460.00         3747.00
  2010        35-39             1526.00         2618.00         4144.00
  2010        40-44             2000.00         3258.00         5258.00
  2010        45-49             2996.00         4634.00         7630.00
  2010        50-54             4271.00         7213.00        11484.00
  2010        55-59             6066.00        10819.00        16885.00
  2010        60-64             8064.00        14305.00        22369.00
  2010        65-69            10020.00        17185.00        27205.00
  2010        70-74            13318.00        19518.00        32836.00
  2010        75-79            18754.00        21797.00        40551.00
  2010        80-84            25443.00        21773.00        47216.00
  2010        85-89            26803.00        16369.00        43172.00
  2010        90-94            17243.00         7301.00        24544.00
  2010        95-99             7145.00         2094.00         9239.00
  2010       100-104            1120.03          269.53         1389.56
  2010       105-109              84.66           19.47          104.13
  2010       110+                  2.30            0.00            2.30
  2011           0              3952.00         4987.00         8939.00
  2011         1-4               595.00          760.00         1355.00
  2011         5-9               327.00          438.00          765.00
  2011        10-14              403.00          604.00         1007.00
  2011        15-19              781.00         2065.00         2846.00
  2011        20-24              815.00         2624.00         3439.00
  2011        25-29              938.00         2438.00         3376.00
  2011        30-34             1240.00         2459.00         3699.00
  2011        35-39             1547.00         2628.00         4175.00
  2011        40-44             2070.00         3319.00         5389.00
  2011        45-49             2936.00         4823.00         7759.00
  2011        50-54             4321.00         7244.00        11565.00
  2011        55-59             6004.00        10559.00        16563.00
  2011        60-64             8345.00        14013.00        22358.00
  2011        65-69            10280.00        17278.00        27558.00
  2011        70-74            13170.00        19402.00        32572.00
  2011        75-79            18184.00        21446.00        39630.00
  2011        80-84            25130.00        21709.00        46839.00
  2011        85-89            27145.00        16413.00        43558.00
  2011        90-94            17554.00         7532.00        25086.00
  2011        95-99             7004.00         2052.00         9056.00
  2011       100-104            1181.31          268.06         1449.37
  2011       105-109              93.64           18.94          112.58
  2011       110+                  3.08            0.00            3.08
  2012           0              3667.00         4627.00         8294.00
  2012         1-4               630.00          758.00         1388.00
  2012         5-9               310.00          381.00          691.00
  2012        10-14              332.00          590.00          922.00
  2012        15-19              838.00         2089.00         2927.00
  2012        20-24              888.00         2806.00         3694.00
  2012        25-29              931.00         2447.00         3378.00
  2012        30-34             1265.00         2654.00         3919.00
  2012        35-39             1592.00         2790.00         4382.00
  2012        40-44             1985.00         3328.00         5313.00
  2012        45-49             2981.00         4741.00         7722.00
  2012        50-54             4321.00         7135.00        11456.00
  2012        55-59             6154.00        10921.00        17075.00
  2012        60-64             8289.00        14493.00        22782.00
  2012        65-69            10609.00        17703.00        28312.00
  2012        70-74            13319.00        19718.00        33037.00
  2012        75-79            17360.00        20971.00        38331.00
  2012        80-84            24869.00        21937.00        46806.00
  2012        85-89            26419.00        16878.00        43297.00
  2012        90-94            17690.00         7911.00        25601.00
  2012        95-99             6946.00         2138.00         9084.00
  2012       100-104            1215.89          276.37         1492.26
  2012       105-109              98.83           18.61          117.44
  2012       110+                  3.27            0.00            3.27
  2013           0              3618.00         4564.00         8182.00
  2013         1-4               599.00          767.00         1366.00
  2013         5-9               290.00          422.00          712.00
  2013        10-14              386.00          519.00          905.00
  2013        15-19              812.00         2177.00         2989.00
  2013        20-24              878.00         2893.00         3771.00
  2013        25-29              973.00         2504.00         3477.00
  2013        30-34             1254.00         2613.00         3867.00
  2013        35-39             1586.00         2918.00         4504.00
  2013        40-44             2127.00         3514.00         5641.00
  2013        45-49             2894.00         4853.00         7747.00
  2013        50-54             4220.00         7242.00        11462.00
  2013        55-59             6200.00        10605.00        16805.00
  2013        60-64             8590.00        14912.00        23502.00
  2013        65-69            10975.00        17999.00        28974.00
  2013        70-74            13623.00        19692.00        33315.00
  2013        75-79            17760.00        20940.00        38700.00
  2013        80-84            25149.00        22205.00        47354.00
  2013        85-89            27427.00        17260.00        44687.00
  2013        90-94            19284.00         8538.00        27822.00
  2013        95-99             6989.00         2163.00         9152.00
  2013       100-104            1411.03          331.06         1742.09
  2013       105-109             118.00           22.70          140.70
  2013       110+                  3.98            0.25            4.23
