ARG, Exposure to risk (period 5x1), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
  1996        55-59           753696.78       692552.43      1446249.21
  1996        60-64           702829.95       612255.84      1315085.79
  1996        65-69           648831.77       530595.05      1179426.83
  1996        70-74           538822.69       400049.43       938872.12
  1996        75-79           375300.77       248297.83       623598.60
  1996        80-84           266890.72       144735.41       411626.13
  1996        85-89           135176.01        61935.69       197111.69
  1996        90-94            43754.05        16941.54        60695.59
  1996        95-99             8107.48         2796.15        10903.63
  1996       100-104             699.65          196.58          896.23
  1996       105-109              25.76            5.14           30.90
  1996       110+                  0.00            0.00            0.00
  1997           0            329489.99       346839.28       676329.26
  1997         1-4           1312248.54      1371158.47      2683407.01
  1997         5-9           1678539.91      1738715.47      3417255.37
  1997        10-14          1611232.75      1660782.91      3272015.66
  1997        15-19          1653760.65      1690631.73      3344392.38
  1997        20-24          1484084.12      1505623.14      2989707.26
  1997        25-29          1267682.09      1278758.53      2546440.62
  1997        30-34          1176854.74      1175006.93      2351861.67
  1997        35-39          1133602.59      1092646.96      2226249.55
  1997        40-44          1080577.57      1032176.72      2112754.28
  1997        45-49           984231.56       939756.99      1923988.56
  1997        50-54           860678.94       817612.27      1678291.20
  1997        55-59           762659.02       701990.18      1464649.19
  1997        60-64           704751.79       613703.14      1318454.93
  1997        65-69           652351.58       532044.10      1184395.68
  1997        70-74           552973.07       410610.23       963583.31
  1997        75-79           386375.60       254880.45       641256.05
  1997        80-84           268222.33       144961.79       413184.12
  1997        85-89           143878.78        65361.67       209240.46
  1997        90-94            47042.68        17825.15        64867.83
  1997        95-99             9141.36         3053.53        12194.88
  1997       100-104             820.50          224.72         1045.23
  1997       105-109              31.58            6.61           38.18
  1997       110+                  0.00            0.00            0.00
  1998           0            331629.31       348977.04       680606.35
  1998         1-4           1323402.50      1381212.55      2704615.05
  1998         5-9           1682116.38      1743715.45      3425831.83
  1998        10-14          1621762.87      1672455.93      3294218.80
  1998        15-19          1645143.10      1683484.72      3328627.81
  1998        20-24          1535925.45      1558326.38      3094251.83
  1998        25-29          1299376.20      1310482.01      2609858.21
  1998        30-34          1185824.77      1186042.07      2371866.84
  1998        35-39          1140512.63      1106139.36      2246651.98
  1998        40-44          1091413.50      1039006.62      2130420.12
  1998        45-49          1003950.28       956837.02      1960787.30
  1998        50-54           881121.43       834556.54      1715677.97
  1998        55-59           773672.07       713262.64      1486934.71
  1998        60-64           707363.61       616332.26      1323695.86
  1998        65-69           654639.16       532548.49      1187187.65
  1998        70-74           565165.18       419507.54       984672.72
  1998        75-79           400559.08       262937.41       663496.49
  1998        80-84           267767.98       144541.40       412309.38
  1998        85-89           151795.69        68240.31       220036.00
  1998        90-94            50259.66        18827.35        69087.00
  1998        95-99            10076.20         3282.48        13358.68
  1998       100-104             916.99          256.58         1173.57
  1998       105-109              38.87            9.30           48.17
  1998       110+                  0.00            0.00            0.00
  1999           0            330686.14       347568.11       678254.25
  1999         1-4           1335534.23      1391576.07      2727110.29
  1999         5-9           1685988.97      1747702.16      3433691.12
  1999        10-14          1639078.52      1690915.70      3329994.22
  1999        15-19          1630068.91      1669909.64      3299978.54
  1999        20-24          1582565.41      1605878.93      3188444.33
  1999        25-29          1336483.87      1347631.23      2684115.09
  1999        30-34          1197470.62      1198729.74      2396200.36
  1999        35-39          1147349.52      1120364.54      2267714.07
  1999        40-44          1100735.54      1045341.39      2146076.92
  1999        45-49          1022359.42       972491.72      1994851.14
  1999        50-54           902384.63       851921.03      1754305.66
  1999        55-59           786592.12       726168.08      1512760.20
  1999        60-64           710937.64       620168.48      1331106.11
  1999        65-69           656236.79       532670.88      1188907.67
  1999        70-74           574595.34       425814.22      1000409.55
  1999        75-79           417458.64       272089.26       689547.90
  1999        80-84           267885.43       144773.87       412659.30
  1999        85-89           158015.59        70179.20       228194.79
  1999        90-94            53153.85        19663.18        72817.03
  1999        95-99            10797.47         3402.62        14200.09
  1999       100-104            1015.30          296.77         1312.07
  1999       105-109              47.08           13.21           60.28
  1999       110+                  0.13            0.00            0.13
  2000           0            333362.90       349516.42       682879.31
  2000         1-4           1344827.01      1397545.82      2742372.83
  2000         5-9           1694445.20      1754788.81      3449234.00
  2000        10-14          1656786.15      1709891.93      3366678.08
  2000        15-19          1616613.17      1657891.21      3274504.38
  2000        20-24          1618641.22      1642866.80      3261508.02
  2000        25-29          1378129.16      1389402.48      2767531.64
  2000        30-34          1213488.90      1215234.30      2428723.20
  2000        35-39          1154285.06      1134260.08      2288545.13
  2000        40-44          1108930.51      1052520.74      2161451.25
  2000        45-49          1039113.43       986195.11      2025308.54
  2000        50-54           923776.03       869485.39      1793261.42
  2000        55-59           801487.57       740516.50      1542004.07
  2000        60-64           716130.85       625802.76      1341933.61
  2000        65-69           657947.22       533643.20      1191590.42
  2000        70-74           581702.65       430223.40      1011926.04
  2000        75-79           436809.22       282460.93       719270.15
  2000        80-84           270731.36       147403.77       418135.14
  2000        85-89           162722.16        71526.72       234248.88
  2000        90-94            56779.72        20541.44        77321.16
  2000        95-99            11495.59         3527.47        15023.06
  2000       100-104            1132.04          312.33         1444.37
  2000       105-109              51.58           12.99           64.57
  2000       110+                  0.15            0.00            0.15
  2001           0            331811.72       348712.22       680523.95
  2001         1-4           1346204.05      1398239.49      2744443.54
  2001         5-9           1700347.76      1759760.25      3460108.01
  2001        10-14          1670885.21      1725402.62      3396287.83
  2001        15-19          1610119.72      1653081.68      3263201.40
  2001        20-24          1641470.52      1666901.39      3308371.91
  2001        25-29          1423605.01      1435318.80      2858923.82
  2001        30-34          1235100.83      1237363.39      2472464.22
  2001        35-39          1161777.87      1147654.81      2309432.69
  2001        40-44          1116567.44      1061879.55      2178446.99
  2001        45-49          1054068.50       998140.72      2052209.22
  2001        50-54           944840.87       887127.41      1831968.28
  2001        55-59           818373.83       755985.42      1574359.24
  2001        60-64           723378.07       633665.26      1357043.32
  2001        65-69           660316.68       535782.22      1196098.90
  2001        70-74           587398.60       433487.50      1020886.10
  2001        75-79           455600.46       293772.83       749373.29
  2001        80-84           275746.00       151756.45       427502.46
  2001        85-89           165505.56        71935.07       237440.63
  2001        90-94            60941.84        21668.19        82610.02
  2001        95-99            12248.72         3673.87        15922.59
  2001       100-104            1240.50          313.15         1553.65
  2001       105-109              55.42           10.76           66.17
  2001       110+                  0.06            0.00            0.06
  2002           0            331038.83       349565.83       680604.67
  2002         1-4           1336484.08      1392640.31      2729124.38
  2002         5-9           1699966.26      1759824.06      3459790.32
  2002        10-14          1681792.78      1737625.54      3419418.32
  2002        15-19          1612041.67      1656902.15      3268943.82
  2002        20-24          1649314.90      1676362.35      3325677.25
  2002        25-29          1473007.74      1485513.39      2958521.13
  2002        30-34          1262299.40      1265200.49      2527499.89
  2002        35-39          1169997.08      1160397.48      2330394.56
  2002        40-44          1123892.82      1073868.96      2197761.78
  2002        45-49          1067194.00      1008144.09      2075338.09
  2002        50-54           965334.60       904570.67      1869905.27
  2002        55-59           837019.51       772068.73      1609088.24
  2002        60-64           732517.33       643195.37      1375712.69
  2002        65-69           663217.45       538461.18      1201678.63
  2002        70-74           591863.93       435436.31      1027300.24
  2002        75-79           471295.30       304356.40       775651.70
  2002        80-84           281325.65       156158.12       437483.78
  2002        85-89           165952.17        71471.62       237423.79
  2002        90-94            64816.95        22844.84        87661.79
  2002        95-99            13186.18         3821.98        17008.16
  2002       100-104            1350.64          337.01         1687.64
  2002       105-109              61.37           12.39           73.76
  2002       110+                  0.21            0.00            0.21
  2003           0            334446.33       353201.33       687647.67
  2003         1-4           1327715.51      1389418.70      2717134.21
  2003         5-9           1697249.72      1757699.70      3454949.42
  2003        10-14          1689717.09      1746592.21      3436309.30
  2003        15-19          1622055.66      1668818.32      3290873.98
  2003        20-24          1642440.62      1671464.99      3313905.61
  2003        25-29          1524986.59      1538494.89      3063481.48
  2003        30-34          1294537.16      1298012.53      2592549.69
  2003        35-39          1179300.14      1172527.71      2351827.85
  2003        40-44          1131037.89      1088121.92      2219159.80
  2003        45-49          1078372.28      1016084.33      2094456.61
  2003        50-54           985007.23       921697.65      1906704.88
  2003        55-59           857012.47       788652.70      1645665.17
  2003        60-64           743440.12       654279.95      1397720.07
  2003        65-69           666490.11       541657.71      1208147.83
  2003        70-74           595195.44       436550.99      1031746.43
  2003        75-79           483565.01       312404.14       795969.15
  2003        80-84           285738.60       159261.21       444999.81
  2003        85-89           164949.31        70822.57       235771.88
  2003        90-94            68178.19        23655.64        91833.83
  2003        95-99            14077.32         3974.35        18051.67
  2003       100-104            1462.26          359.00         1821.27
  2003       105-109              64.20           13.91           78.11
  2003       110+                  0.31            0.00            0.31
  2004           0            344716.00       364123.17       708839.17
  2004         1-4           1325339.97      1392453.86      2717793.83
  2004         5-9           1691213.43      1752607.18      3443820.62
  2004        10-14          1694833.36      1752518.98      3447352.34
  2004        15-19          1637664.27      1686304.30      3323968.57
  2004        20-24          1627210.68      1658560.78      3285771.46
  2004        25-29          1574204.23      1588986.99      3163191.22
  2004        30-34          1331588.27      1335749.61      2667337.88
  2004        35-39          1191112.82      1185915.04      2377027.86
  2004        40-44          1138202.95      1103748.04      2241950.99
  2004        45-49          1087902.11      1023203.40      2111105.51
  2004        50-54          1003614.74       938208.96      1941823.70
  2004        55-59           877901.71       805927.59      1683829.30
  2004        60-64           756210.08       667170.27      1423380.35
  2004        65-69           670580.34       545976.52      1216556.86
  2004        70-74           598120.84       438053.91      1036174.75
  2004        75-79           492977.60       318019.64       810997.24
  2004        80-84           295315.53       164176.46       459491.99
  2004        85-89           164215.09        70820.20       235035.30
  2004        90-94            70799.59        24076.87        94876.46
  2004        95-99            14822.85         4103.34        18926.20
  2004       100-104            1582.05          373.41         1955.46
  2004       105-109              68.83           14.49           83.32
  2004       110+                  0.32            0.00            0.32
  2005           0            348549.67       368157.67       716707.33
  2005         1-4           1334933.56      1406981.56      2741915.11
  2005         5-9           1683925.10      1747358.82      3431283.92
  2005        10-14          1697546.96      1755827.90      3453374.86
  2005        15-19          1654155.13      1704507.27      3358662.40
  2005        20-24          1613130.97      1646842.25      3259973.23
  2005        25-29          1613199.32      1629442.54      3242641.86
  2005        30-34          1373141.81      1378114.30      2751256.10
  2005        35-39          1207337.10      1203214.01      2410551.11
  2005        40-44          1145568.23      1119212.32      2264780.55
  2005        45-49          1096380.25      1031186.84      2127567.10
  2005        50-54          1020791.10       953240.35      1974031.46
  2005        55-59           899094.51       823666.55      1722761.06
  2005        60-64           770834.71       681399.62      1452234.33
  2005        65-69           676106.99       551982.37      1228089.35
  2005        70-74           601308.59       440604.22      1041912.81
  2005        75-79           500275.72       322207.60       822483.32
  2005        80-84           312051.06       172579.16       484630.22
  2005        85-89           165374.03        72027.27       237401.30
  2005        90-94            72746.49        24417.22        97163.72
  2005        95-99            15804.39         4283.44        20087.83
  2005       100-104            1700.55          388.37         2088.92
  2005       105-109              80.08           15.71           95.79
  2005       110+                  0.36            0.00            0.36
  2006           0            339176.50       358239.17       697415.67
  2006         1-4           1351984.00      1426835.00      2778819.00
  2006         5-9           1673755.27      1741496.71      3415251.98
  2006        10-14          1698492.59      1757198.08      3455690.67
  2006        15-19          1668113.21      1720030.78      3388144.00
  2006        20-24          1606403.72      1642391.68      3248795.40
  2006        25-29          1637225.02      1655126.39      3292351.41
  2006        30-34          1418704.85      1424540.97      2843245.82
  2006        35-39          1229029.83      1225787.23      2454817.05
  2006        40-44          1153357.21      1133535.31      2286892.52
  2006        45-49          1104217.77      1041173.55      2145391.32
  2006        50-54          1036087.67       966092.05      2002179.72
  2006        55-59           919962.53       841306.75      1761269.28
  2006        60-64           787095.00       696418.42      1483513.41
  2006        65-69           683397.23       559894.76      1243291.99
  2006        70-74           604842.18       444303.56      1049145.73
  2006        75-79           506030.60       325104.83       831135.44
  2006        80-84           330423.47       181888.48       512311.96
  2006        85-89           167727.34        73798.46       241525.79
  2006        90-94            73524.23        24544.41        98068.63
  2006        95-99            16948.00         4553.52        21501.52
  2006       100-104            1825.94          408.49         2234.42
  2006       105-109              91.76           17.63          109.40
  2006       110+                  0.57            0.00            0.57
  2007           0            336421.17       355388.17       691809.33
  2007         1-4           1360463.67      1435905.17      2796368.83
  2007         5-9           1663250.74      1736838.31      3400089.05
  2007        10-14          1698107.93      1757245.90      3455353.82
  2007        15-19          1679000.45      1732212.21      3411212.66
  2007        20-24          1608366.01      1646502.48      3254868.49
  2007        25-29          1645030.23      1664817.35      3309847.58
  2007        30-34          1468118.90      1474847.56      2942966.46
  2007        35-39          1256143.07      1253604.99      2509748.06
  2007        40-44          1161695.08      1146500.65      2308195.73
  2007        45-49          1111667.82      1053547.30      2165215.11
  2007        50-54          1049215.84       976332.26      2025548.09
  2007        55-59           940176.27       858571.33      1798747.60
  2007        60-64           804843.01       711725.40      1516568.41
  2007        65-69           692065.16       569131.03      1261196.19
  2007        70-74           608232.12       448448.85      1056680.96
  2007        75-79           510253.76       326827.14       837080.90
  2007        80-84           349606.54       191313.31       540919.85
  2007        85-89           169035.65        74630.62       243666.28
  2007        90-94            72530.83        24028.79        96559.62
  2007        95-99            17891.95         4831.01        22722.96
  2007       100-104            1943.19          415.71         2358.90
  2007       105-109              99.74           18.04          117.77
  2007       110+                  0.79            0.00            0.79
  2008           0            348486.17       368181.33       716667.50
  2008         1-4           1362680.50      1438340.50      2801021.00
  2008         5-9           1658027.01      1737544.53      3395571.54
  2008        10-14          1695390.72      1755112.36      3450503.08
  2008        15-19          1686843.93      1741014.71      3427858.64
  2008        20-24          1618343.99      1658351.32      3276695.32
  2008        25-29          1638159.45      1659998.49      3298157.95
  2008        30-34          1520051.76      1527628.89      3047680.65
  2008        35-39          1288368.66      1286483.36      2574852.02
  2008        40-44          1171092.14      1158589.21      2329681.35
  2008        45-49          1118881.72      1068072.58      2186954.30
  2008        50-54          1060321.44       984374.50      2044695.94
  2008        55-59           959700.57       875622.82      1835323.38
  2008        60-64           824255.47       727618.37      1551873.83
  2008        65-69           702202.62       579731.62      1281934.24
  2008        70-74           611637.28       452723.88      1064361.16
  2008        75-79           514258.44       328934.82       843193.26
  2008        80-84           370244.86       201509.94       571754.81
  2008        85-89           168823.93        74148.71       242972.64
  2008        90-94            70968.48        23365.24        94333.72
  2008        95-99            18620.02         5033.98        23654.00
  2008       100-104            2074.21          434.41         2508.62
  2008       105-109             109.74           18.90          128.64
  2008       110+                  0.87            0.00            0.87
  2009           0            359351.50       379684.50       739036.00
  2009         1-4           1366592.83      1442571.00      2809163.83
  2009         5-9           1666098.47      1751784.86      3417883.33
  2009        10-14          1689353.43      1750018.52      3439371.95
  2009        15-19          1691822.86      1746768.32      3438591.18
  2009        20-24          1633847.61      1675467.30      3309314.91
  2009        25-29          1622903.34      1646998.45      3269901.79
  2009        30-34          1569115.23      1577627.16      3146742.38
  2009        35-39          1325316.60      1324167.94      2649484.54
  2009        40-44          1182880.16      1171774.04      2354654.20
  2009        45-49          1126079.78      1083797.87      2209877.66
  2009        50-54          1069805.77       991650.74      2061456.51
  2009        55-59           978289.07       892177.63      1870466.70
  2009        60-64           844646.21       744589.42      1589235.63
  2009        65-69           714346.08       592258.77      1306604.85
  2009        70-74           615743.00       457697.52      1073440.53
  2009        75-79           519213.34       332564.58       851777.91
  2009        80-84           385485.93       209520.31       595006.24
  2009        85-89           175528.04        76593.96       252121.99
  2009        90-94            70403.76        23234.70        93638.46
  2009        95-99            19427.26         5106.20        24533.46
  2009       100-104            2290.35          484.02         2774.36
  2009       105-109             129.81           23.45          153.26
  2009       110+                  1.51            0.00            1.51
  2010           0            361793.50       382235.33       744028.83
  2010         1-4           1377492.67      1454219.50      2831712.17
  2010         5-9           1679671.72      1770493.22      3450164.95
  2010        10-14          1682048.10      1744829.65      3426877.75
  2010        15-19          1694457.96      1750009.73      3444467.70
  2010        20-24          1650211.63      1693276.94      3343488.56
  2010        25-29          1608740.47      1635131.92      3243872.39
  2010        30-34          1607876.15      1617581.87      3225458.02
  2010        35-39          1366649.48      1366288.63      2732938.11
  2010        40-44          1198924.43      1188807.68      2387732.11
  2010        45-49          1133459.90      1099327.15      2232787.05
  2010        50-54          1078204.59       999942.68      2078147.26
  2010        55-59           995329.44       907310.02      1902639.46
  2010        60-64           865112.67       761680.55      1626793.22
  2010        65-69           728156.04       605649.95      1333806.00
  2010        70-74           620702.82       463252.53      1083955.35
  2010        75-79           523647.76       336773.39       860421.14
  2010        80-84           391782.55       212702.77       604485.32
  2010        85-89           188876.06        82197.50       271073.56
  2010        90-94            69281.20        22805.61        92086.80
  2010        95-99            19446.49         4940.06        24386.55
  2010       100-104            2442.71          504.00         2946.72
  2010       105-109             145.68           26.29          171.96
  2010       110+                  2.40            0.00            2.40
  2011           0            364872.67       385555.83       750428.50
  2011         1-4           1400223.17      1478300.67      2878523.83
  2011         5-9           1687422.50      1780490.67      3467913.17
  2011        10-14          1671893.61      1739060.38      3410953.98
  2011        15-19          1695417.09      1751364.08      3446781.17
  2011        20-24          1664090.38      1708367.78      3372458.16
  2011        25-29          1601986.55      1630473.34      3232459.90
  2011        30-34          1631724.85      1642885.06      3274609.91
  2011        35-39          1412051.35      1412460.47      2824511.82
  2011        40-44          1220424.99      1211150.89      2431575.89
  2011        45-49          1141233.04      1113688.48      2254921.52
  2011        50-54          1086062.94      1010486.22      2096549.16
  2011        55-59          1010396.00       920273.22      1930669.22
  2011        60-64           885218.53       778680.08      1663898.61
  2011        65-69           743273.50       619462.42      1362735.91
  2011        70-74           627153.74       470094.26      1097247.99
  2011        75-79           527786.51       341745.89       869532.40
  2011        80-84           395987.27       214091.17       610078.44
  2011        85-89           203107.81        88801.48       291909.29
  2011        90-94            66833.50        21564.29        88397.79
  2011        95-99            18459.89         4596.74        23056.63
  2011       100-104            2475.19          491.28         2966.47
  2011       105-109             151.34           25.03          176.36
  2011       110+                  2.94            0.00            2.94
  2012           0            360612.00       381117.00       741729.00
  2012         1-4           1428799.17      1508615.17      2937414.33
  2012         5-9           1693199.00      1786766.67      3479965.67
  2012        10-14          1661470.91      1734441.31      3395912.22
  2012        15-19          1695054.76      1751377.56      3446432.32
  2012        20-24          1674873.78      1720073.54      3394947.32
  2012        25-29          1603972.17      1634350.15      3238322.32
  2012        30-34          1639439.57      1652299.01      3291738.58
  2012        35-39          1461316.24      1462465.89      2923782.13
  2012        40-44          1247368.40      1238818.49      2486186.89
  2012        45-49          1149563.58      1126727.98      2276291.56
  2012        50-54          1093547.49      1023445.96      2116993.45
  2012        55-59          1023351.17       930604.42      1953955.59
  2012        60-64           904888.60       795740.83      1700629.43
  2012        65-69           759885.51       633652.06      1393537.58
  2012        70-74           635212.83       478509.70      1113722.52
  2012        75-79           532155.62       347421.01       879576.63
  2012        80-84           400229.76       215529.64       615759.40
  2012        85-89           220105.54        96680.14       316785.69
  2012        90-94            63621.82        19464.62        83086.44
  2012        95-99            16996.00         4034.79        21030.79
  2012       100-104            2458.66          472.64         2931.30
  2012       105-109             154.22           23.75          177.97
  2012       110+                  2.86            0.00            2.86
  2013           0            359914.00       380409.17       740323.17
  2013         1-4           1441066.83      1521726.33      2962793.17
  2013         5-9           1707599.33      1802094.67      3509694.00
  2013        10-14          1656329.34      1735227.53      3391556.87
  2013        15-19          1692339.05      1749113.53      3441452.58
  2013        20-24          1682608.59      1728440.21      3411048.80
  2013        25-29          1613960.49      1645971.66      3259932.15
  2013        30-34          1632574.29      1647437.49      3280011.78
  2013        35-39          1513041.76      1514836.73      3027878.48
  2013        40-44          1279420.83      1271545.53      2550966.36
  2013        45-49          1158956.31      1138885.54      2297841.85
  2013        50-54          1100789.89      1038359.42      2139149.30
  2013        55-59          1034332.45       939067.67      1973400.11
  2013        60-64           924035.73       812425.32      1736461.05
  2013        65-69           778050.13       648392.54      1426442.67
  2013        70-74           644595.96       488303.28      1132899.24
  2013        75-79           535796.45       352417.38       888213.83
  2013        80-84           405279.93       218247.16       623527.09
  2013        85-89           239309.36       105451.61       344760.97
  2013        90-94            58564.60        16073.88        74638.47
  2013        95-99            15032.15         3186.24        18218.38
  2013       100-104            2267.55          392.00         2659.56
  2013       105-109             143.15           19.16          162.31
  2013       110+                  1.43            0.04            1.48
