ARG,  Deaths (Lexis triangle)	Last modified: 04 ago. 2019; MPv5 (May07)

 Year   Age   Cohort      Female        Male       Total
 1990    0      1990     5667.00     7554.00    13221.00
 1990    0      1989      931.00     1111.00     2042.00
 1990    1      1989      315.00      374.00      689.00
 1990    1      1988      223.00      246.00      469.00
 1990    2      1988      146.00      195.00      341.00
 1990    2      1987      108.00      136.00      244.00
 1990    3      1987       81.00      124.00      205.00
 1990    3      1986       62.00       91.00      153.00
 1990    4      1986       70.00       82.00      152.00
 1990    4      1985       56.00       63.00      119.00
 1990    5      1985       55.00       62.00      117.00
 1990    5      1984       45.00       50.00       95.00
 1990    6      1984       46.00       49.00       95.00
 1990    6      1983       39.00       42.00       81.00
 1990    7      1983       42.00       60.00      102.00
 1990    7      1982       36.00       52.00       88.00
 1990    8      1982       39.00       57.00       96.00
 1990    8      1981       34.00       52.00       86.00
 1990    9      1981       44.00       59.00      103.00
 1990    9      1980       40.00       55.00       95.00
 1990   10      1980       42.00       57.00       99.00
 1990   10      1979       38.00       55.00       93.00
 1990   11      1979       42.00       60.00      102.00
 1990   11      1978       38.00       59.00       97.00
 1990   12      1978       34.00       62.00       96.00
 1990   12      1977       31.00       61.00       92.00
 1990   13      1977       34.00       72.00      106.00
 1990   13      1976       32.00       72.00      104.00
 1990   14      1976       45.00       84.00      129.00
 1990   14      1975       42.00       84.00      126.00
 1990   15      1975       50.00       89.00      139.00
 1990   15      1974       46.00       89.00      135.00
 1990   16      1974       60.00      130.00      190.00
 1990   16      1973       56.00      129.00      185.00
 1990   17      1973       68.00      128.00      196.00
 1990   17      1972       63.00      127.00      190.00
 1990   18      1972       66.00      129.00      195.00
 1990   18      1971       62.00      125.00      187.00
 1990   19      1971       58.00      148.00      206.00
 1990   19      1970       55.00      142.00      197.00
 1990   20      1970       67.00      162.00      229.00
 1990   20      1969       63.00      154.00      217.00
 1990   21      1969       69.00      162.00      231.00
 1990   21      1968       65.00      152.00      217.00
 1990   22      1968       77.00      166.00      243.00
 1990   22      1967       73.00      154.00      227.00
 1990   23      1967       81.00      166.00      247.00
 1990   23      1966       77.00      153.00      230.00
 1990   24      1966       85.00      165.00      250.00
 1990   24      1965       80.00      152.00      232.00
 1990   25      1965       72.00      144.00      216.00
 1990   25      1964       68.00      132.00      200.00
 1990   26      1964       78.00      153.00      231.00
 1990   26      1963       73.00      140.00      213.00
 1990   27      1963       74.00      138.00      212.00
 1990   27      1962       69.00      127.00      196.00
 1990   28      1962       97.00      151.00      248.00
 1990   28      1961       89.00      139.00      228.00
 1990   29      1961       89.00      177.00      266.00
 1990   29      1960       82.00      163.00      245.00
 1990   30      1960       99.00      197.00      296.00
 1990   30      1959       92.00      182.00      274.00
 1990   31      1959       94.00      145.00      239.00
 1990   31      1958       88.00      135.00      223.00
 1990   32      1958      109.00      158.00      267.00
 1990   32      1957      102.00      148.00      250.00
 1990   33      1957      113.00      174.00      287.00
 1990   33      1956      106.00      163.00      269.00
 1990   34      1956      119.00      195.00      314.00
 1990   34      1955      112.00      183.00      295.00
 1990   35      1955      130.00      210.00      340.00
 1990   35      1954      123.00      198.00      321.00
 1990   36      1954      133.00      218.00      351.00
 1990   36      1953      125.00      206.00      331.00
 1990   37      1953      150.00      227.00      377.00
 1990   37      1952      141.00      215.00      356.00
 1990   38      1952      180.00      251.00      431.00
 1990   38      1951      169.00      238.00      407.00
 1990   39      1951      175.00      284.00      459.00
 1990   39      1950      164.00      271.00      435.00
 1990   40      1950      187.00      336.00      523.00
 1990   40      1949      175.00      321.00      496.00
 1990   41      1949      189.00      313.00      502.00
 1990   41      1948      176.00      300.00      476.00
 1990   42      1948      200.00      339.00      539.00
 1990   42      1947      187.00      323.00      510.00
 1990   43      1947      214.00      371.00      585.00
 1990   43      1946      200.00      354.00      554.00
 1990   44      1946      220.00      365.00      585.00
 1990   44      1945      206.00      348.00      554.00
 1990   45      1945      244.00      486.00      730.00
 1990   45      1944      230.00      461.00      691.00
 1990   46      1944      251.00      445.00      696.00
 1990   46      1943      238.00      420.00      658.00
 1990   47      1943      257.00      479.00      736.00
 1990   47      1942      244.00      450.00      694.00
 1990   48      1942      268.00      509.00      777.00
 1990   48      1941      256.00      476.00      732.00
 1990   49      1941      292.00      557.00      849.00
 1990   49      1940      280.00      518.00      798.00
 1990   50      1940      324.00      673.00      997.00
 1990   50      1939      312.00      624.00      936.00
 1990   51      1939      314.00      633.00      947.00
 1990   51      1938      302.00      586.00      888.00
 1990   52      1938      353.00      676.00     1029.00
 1990   52      1937      339.00      623.00      962.00
 1990   53      1937      346.00      762.00     1108.00
 1990   53      1936      331.00      701.00     1032.00
 1990   54      1936      389.00      859.00     1248.00
 1990   54      1935      371.00      789.00     1160.00
 1990   55      1935      391.00      919.00     1310.00
 1990   55      1934      371.00      843.00     1214.00
 1990   56      1934      422.00      922.00     1344.00
 1990   56      1933      398.00      846.00     1244.00
 1990   57      1933      534.00      995.00     1529.00
 1990   57      1932      501.00      913.00     1414.00
 1990   58      1932      542.00     1170.00     1712.00
 1990   58      1931      508.00     1075.00     1583.00
 1990   59      1931      577.00     1246.00     1823.00
 1990   59      1930      540.00     1147.00     1687.00
 1990   60      1930      649.00     1355.00     2004.00
 1990   60      1929      606.00     1248.00     1854.00
 1990   61      1929      680.00     1309.00     1989.00
 1990   61      1928      633.00     1203.00     1836.00
 1990   62      1928      714.00     1413.00     2127.00
 1990   62      1927      664.00     1295.00     1959.00
 1990   63      1927      739.00     1480.00     2219.00
 1990   63      1926      686.00     1352.00     2038.00
 1990   64      1926      754.00     1507.00     2261.00
 1990   64      1925      699.00     1371.00     2070.00
 1990   65      1925      817.00     1644.00     2461.00
 1990   65      1924      756.00     1487.00     2243.00
 1990   66      1924      851.00     1577.00     2428.00
 1990   66      1923      787.00     1419.00     2206.00
 1990   67      1923      947.00     1695.00     2642.00
 1990   67      1922      874.00     1518.00     2392.00
 1990   68      1922      991.00     1693.00     2684.00
 1990   68      1921      915.00     1509.00     2424.00
 1990   69      1921     1074.00     1775.00     2849.00
 1990   69      1920      991.00     1575.00     2566.00
 1990   70      1920     1104.00     1790.00     2894.00
 1990   70      1919     1017.00     1582.00     2599.00
 1990   71      1919     1087.00     1672.00     2759.00
 1990   71      1918     1000.00     1473.00     2473.00
 1990   72      1918     1174.00     1750.00     2924.00
 1990   72      1917     1078.00     1537.00     2615.00
 1990   73      1917     1235.00     1679.00     2914.00
 1990   73      1916     1132.00     1475.00     2607.00
 1990   74      1916     1377.00     1813.00     3190.00
 1990   74      1915     1258.00     1596.00     2854.00
 1990   75      1915     1536.00     1844.00     3380.00
 1990   75      1914     1400.00     1623.00     3023.00
 1990   76      1914     1630.00     1882.00     3512.00
 1990   76      1913     1481.00     1656.00     3137.00
 1990   77      1913     1675.00     1835.00     3510.00
 1990   77      1912     1518.00     1616.00     3134.00
 1990   78      1912     1736.00     1864.00     3600.00
 1990   78      1911     1567.00     1639.00     3206.00
 1990   79      1911     1793.00     1757.00     3550.00
 1990   79      1910     1608.00     1535.00     3143.00
 1990   80      1910     1770.00     1705.00     3475.00
 1990   80      1909     1576.00     1478.00     3054.00
 1990   81      1909     1829.00     1654.00     3483.00
 1990   81      1908     1616.00     1421.00     3037.00
 1990   82      1908     1822.00     1533.00     3355.00
 1990   82      1907     1600.00     1307.00     2907.00
 1990   83      1907     1808.00     1405.00     3213.00
 1990   83      1906     1577.00     1187.00     2764.00
 1990   84      1906     1750.00     1308.00     3058.00
 1990   84      1905     1515.00     1095.00     2610.00
 1990   85      1905     1773.00     1275.00     3048.00
 1990   85      1904     1518.00     1052.00     2570.00
 1990   86      1904     1613.00     1114.00     2727.00
 1990   86      1903     1364.00      904.00     2268.00
 1990   87      1903     1475.00      951.00     2426.00
 1990   87      1902     1233.00      761.00     1994.00
 1990   88      1902     1365.00      777.00     2142.00
 1990   88      1901     1125.00      614.00     1739.00
 1990   89      1901     1297.00      757.00     2054.00
 1990   89      1900     1054.00      590.00     1644.00
 1990   90      1900     1078.00      558.00     1636.00
 1990   90      1899      863.00      430.00     1293.00
 1990   91      1899      856.00      434.00     1290.00
 1990   91      1898      676.00      333.00     1009.00
 1990   92      1898      689.00      354.00     1043.00
 1990   92      1897      537.00      271.00      808.00
 1990   93      1897      544.00      271.00      815.00
 1990   93      1896      418.00      207.00      625.00
 1990   94      1896      433.00      181.00      614.00
 1990   94      1895      328.00      138.00      466.00
 1990   95      1895      333.00      128.00      461.00
 1990   95      1894      248.00       98.00      346.00
 1990   96      1894      258.00       92.00      350.00
 1990   96      1893      190.00       71.00      261.00
 1990   97      1893      181.00       73.00      254.00
 1990   97      1892      132.00       56.00      188.00
 1990   98      1892      131.00       51.00      182.00
 1990   98      1891       94.00       40.00      134.00
 1990   99      1891      126.00       54.00      180.00
 1990   99      1890       89.00       43.00      132.00
 1990  100      1890       53.76       21.84       75.60
 1990  100      1889       43.38       17.68       61.06
 1990  101      1889       34.74       14.24       48.98
 1990  101      1888       27.62       11.39       39.01
 1990  102      1888       21.78        9.07       30.85
 1990  102      1887       17.06        7.17       24.23
 1990  103      1887       13.26        5.64       18.90
 1990  103      1886       10.22        4.41       14.63
 1990  104      1886        7.83        3.43       11.26
 1990  104      1885        5.95        2.65        8.60
 1990  105      1885        4.49        2.04        6.53
 1990  105      1884        3.36        1.56        4.92
 1990  106      1884        2.50        1.18        3.68
 1990  106      1883        1.85        0.89        2.74
 1990  107      1883        1.36        0.67        2.03
 1990  107      1882        0.99        0.50        1.49
 1990  108      1882        0.72        0.37        1.09
 1990  108      1881        0.51        0.27        0.78
 1990  109      1881        0.37        0.00        0.37
 1990  109      1880        0.26        0.00        0.26
 1990  110+        .        0.00        0.00        0.00
 1991    0      1991     5888.00     7912.00    13800.00
 1991    0      1990      967.00     1164.00     2131.00
 1991    1      1990      384.00      425.00      809.00
 1991    1      1989      272.00      279.00      551.00
 1991    2      1989      177.00      177.00      354.00
 1991    2      1988      131.00      123.00      254.00
 1991    3      1988       96.00      129.00      225.00
 1991    3      1987       74.00       95.00      169.00
 1991    4      1987       67.00       88.00      155.00
 1991    4      1986       53.00       68.00      121.00
 1991    5      1986       55.00       74.00      129.00
 1991    5      1985       45.00       60.00      105.00
 1991    6      1985       45.00       66.00      111.00
 1991    6      1984       38.00       56.00       94.00
 1991    7      1984       38.00       60.00       98.00
 1991    7      1983       33.00       53.00       86.00
 1991    8      1983       39.00       59.00       98.00
 1991    8      1982       34.00       53.00       87.00
 1991    9      1982       37.00       56.00       93.00
 1991    9      1981       33.00       53.00       86.00
 1991   10      1981       44.00       60.00      104.00
 1991   10      1980       39.00       57.00       96.00
 1991   11      1980       39.00       54.00       93.00
 1991   11      1979       35.00       53.00       88.00
 1991   12      1979       34.00       55.00       89.00
 1991   12      1978       31.00       54.00       85.00
 1991   13      1978       52.00       77.00      129.00
 1991   13      1977       48.00       76.00      124.00
 1991   14      1977       50.00       83.00      133.00
 1991   14      1976       46.00       83.00      129.00
 1991   15      1976       57.00      110.00      167.00
 1991   15      1975       53.00      110.00      163.00
 1991   16      1975       75.00      117.00      192.00
 1991   16      1974       70.00      117.00      187.00
 1991   17      1974       73.00      142.00      215.00
 1991   17      1973       68.00      141.00      209.00
 1991   18      1973       68.00      149.00      217.00
 1991   18      1972       64.00      145.00      209.00
 1991   19      1972       67.00      158.00      225.00
 1991   19      1971       64.00      152.00      216.00
 1991   20      1971       75.00      180.00      255.00
 1991   20      1970       72.00      171.00      243.00
 1991   21      1970       70.00      157.00      227.00
 1991   21      1969       67.00      147.00      214.00
 1991   22      1969       60.00      160.00      220.00
 1991   22      1968       57.00      148.00      205.00
 1991   23      1968       74.00      167.00      241.00
 1991   23      1967       70.00      154.00      224.00
 1991   24      1967       81.00      162.00      243.00
 1991   24      1966       76.00      149.00      225.00
 1991   25      1966       80.00      194.00      274.00
 1991   25      1965       75.00      178.00      253.00
 1991   26      1965       81.00      161.00      242.00
 1991   26      1964       76.00      148.00      224.00
 1991   27      1964       94.00      154.00      248.00
 1991   27      1963       87.00      141.00      228.00
 1991   28      1963      103.00      178.00      281.00
 1991   28      1962       95.00      164.00      259.00
 1991   29      1962       96.00      171.00      267.00
 1991   29      1961       89.00      158.00      247.00
 1991   30      1961       91.00      203.00      294.00
 1991   30      1960       84.00      188.00      272.00
 1991   31      1960       99.00      173.00      272.00
 1991   31      1959       92.00      161.00      253.00
 1991   32      1959      110.00      183.00      293.00
 1991   32      1958      103.00      171.00      274.00
 1991   33      1958      116.00      185.00      301.00
 1991   33      1957      109.00      173.00      282.00
 1991   34      1957      119.00      209.00      328.00
 1991   34      1956      112.00      197.00      309.00
 1991   35      1956      130.00      218.00      348.00
 1991   35      1955      123.00      205.00      328.00
 1991   36      1955      132.00      223.00      355.00
 1991   36      1954      125.00      210.00      335.00
 1991   37      1954      164.00      248.00      412.00
 1991   37      1953      155.00      235.00      390.00
 1991   38      1953      175.00      249.00      424.00
 1991   38      1952      165.00      237.00      402.00
 1991   39      1952      184.00      278.00      462.00
 1991   39      1951      173.00      265.00      438.00
 1991   40      1951      189.00      352.00      541.00
 1991   40      1950      177.00      336.00      513.00
 1991   41      1950      205.00      318.00      523.00
 1991   41      1949      191.00      304.00      495.00
 1991   42      1949      227.00      377.00      604.00
 1991   42      1948      212.00      360.00      572.00
 1991   43      1948      237.00      366.00      603.00
 1991   43      1947      222.00      349.00      571.00
 1991   44      1947      228.00      405.00      633.00
 1991   44      1946      213.00      385.00      598.00
 1991   45      1946      241.00      476.00      717.00
 1991   45      1945      226.00      452.00      678.00
 1991   46      1945      262.00      484.00      746.00
 1991   46      1944      248.00      457.00      705.00
 1991   47      1944      272.00      507.00      779.00
 1991   47      1943      259.00      476.00      735.00
 1991   48      1943      292.00      544.00      836.00
 1991   48      1942      279.00      509.00      788.00
 1991   49      1942      273.00      592.00      865.00
 1991   49      1941      262.00      551.00      813.00
 1991   50      1941      329.00      674.00     1003.00
 1991   50      1940      317.00      625.00      942.00
 1991   51      1940      352.00      695.00     1047.00
 1991   51      1939      338.00      642.00      980.00
 1991   52      1939      352.00      704.00     1056.00
 1991   52      1938      338.00      649.00      987.00
 1991   53      1938      365.00      747.00     1112.00
 1991   53      1937      349.00      687.00     1036.00
 1991   54      1937      345.00      817.00     1162.00
 1991   54      1936      329.00      750.00     1079.00
 1991   55      1936      430.00      937.00     1367.00
 1991   55      1935      408.00      860.00     1268.00
 1991   56      1935      449.00     1006.00     1455.00
 1991   56      1934      424.00      924.00     1348.00
 1991   57      1934      463.00      947.00     1410.00
 1991   57      1933      435.00      869.00     1304.00
 1991   58      1933      522.00     1102.00     1624.00
 1991   58      1932      489.00     1013.00     1502.00
 1991   59      1932      553.00     1209.00     1762.00
 1991   59      1931      517.00     1113.00     1630.00
 1991   60      1931      612.00     1396.00     2008.00
 1991   60      1930      571.00     1286.00     1857.00
 1991   61      1930      661.00     1334.00     1995.00
 1991   61      1929      615.00     1226.00     1841.00
 1991   62      1929      722.00     1392.00     2114.00
 1991   62      1928      671.00     1275.00     1946.00
 1991   63      1928      754.00     1417.00     2171.00
 1991   63      1927      699.00     1295.00     1994.00
 1991   64      1927      842.00     1544.00     2386.00
 1991   64      1926      780.00     1405.00     2185.00
 1991   65      1926      849.00     1613.00     2462.00
 1991   65      1925      786.00     1459.00     2245.00
 1991   66      1925      865.00     1604.00     2469.00
 1991   66      1924      799.00     1444.00     2243.00
 1991   67      1924      946.00     1662.00     2608.00
 1991   67      1923      874.00     1489.00     2363.00
 1991   68      1923      977.00     1718.00     2695.00
 1991   68      1922      902.00     1531.00     2433.00
 1991   69      1922     1039.00     1737.00     2776.00
 1991   69      1921      959.00     1541.00     2500.00
 1991   70      1921     1088.00     1832.00     2920.00
 1991   70      1920     1002.00     1619.00     2621.00
 1991   71      1920     1195.00     1747.00     2942.00
 1991   71      1919     1099.00     1539.00     2638.00
 1991   72      1919     1136.00     1706.00     2842.00
 1991   72      1918     1043.00     1498.00     2541.00
 1991   73      1918     1220.00     1657.00     2877.00
 1991   73      1917     1118.00     1455.00     2573.00
 1991   74      1917     1279.00     1718.00     2997.00
 1991   74      1916     1170.00     1512.00     2682.00
 1991   75      1916     1382.00     1720.00     3102.00
 1991   75      1915     1260.00     1514.00     2774.00
 1991   76      1915     1593.00     1804.00     3397.00
 1991   76      1914     1447.00     1587.00     3034.00
 1991   77      1914     1611.00     1879.00     3490.00
 1991   77      1913     1460.00     1655.00     3115.00
 1991   78      1913     1744.00     1827.00     3571.00
 1991   78      1912     1574.00     1607.00     3181.00
 1991   79      1912     1722.00     1676.00     3398.00
 1991   79      1911     1544.00     1464.00     3008.00
 1991   80      1911     1837.00     1755.00     3592.00
 1991   80      1910     1635.00     1521.00     3156.00
 1991   81      1910     1795.00     1566.00     3361.00
 1991   81      1909     1586.00     1346.00     2932.00
 1991   82      1909     1804.00     1522.00     3326.00
 1991   82      1908     1584.00     1298.00     2882.00
 1991   83      1908     1811.00     1443.00     3254.00
 1991   83      1907     1580.00     1219.00     2799.00
 1991   84      1907     1675.00     1302.00     2977.00
 1991   84      1906     1450.00     1089.00     2539.00
 1991   85      1906     1649.00     1195.00     2844.00
 1991   85      1905     1412.00      986.00     2398.00
 1991   86      1905     1642.00     1104.00     2746.00
 1991   86      1904     1389.00      895.00     2284.00
 1991   87      1904     1484.00      974.00     2458.00
 1991   87      1903     1240.00      780.00     2020.00
 1991   88      1903     1385.00      830.00     2215.00
 1991   88      1902     1142.00      656.00     1798.00
 1991   89      1902     1198.00      714.00     1912.00
 1991   89      1901      973.00      557.00     1530.00
 1991   90      1901     1143.00      570.00     1713.00
 1991   90      1900      916.00      440.00     1356.00
 1991   91      1900      934.00      455.00     1389.00
 1991   91      1899      738.00      349.00     1087.00
 1991   92      1899      699.00      334.00     1033.00
 1991   92      1898      545.00      255.00      800.00
 1991   93      1898      515.00      244.00      759.00
 1991   93      1897      396.00      186.00      582.00
 1991   94      1897      458.00      204.00      662.00
 1991   94      1896      347.00      156.00      503.00
 1991   95      1896      356.00      159.00      515.00
 1991   95      1895      266.00      122.00      388.00
 1991   96      1895      256.00       91.00      347.00
 1991   96      1894      189.00       70.00      259.00
 1991   97      1894      181.00       60.00      241.00
 1991   97      1893      131.00       46.00      177.00
 1991   98      1893      131.00       49.00      180.00
 1991   98      1892       94.00       39.00      133.00
 1991   99      1892      118.39       44.95      163.34
 1991   99      1891       83.34       36.71      120.05
 1991  100      1891       51.31       19.61       70.92
 1991  100      1890       40.93       15.49       56.42
 1991  101      1890       32.48       12.27       44.75
 1991  101      1889       25.58        9.66       35.24
 1991  102      1889       19.98        7.55       27.53
 1991  102      1888       15.48        5.87       21.35
 1991  103      1888       11.90        4.53       16.43
 1991  103      1887        9.08        3.48       12.56
 1991  104      1887        6.87        2.65        9.52
 1991  104      1886        5.16        2.01        7.17
 1991  105      1886        3.85        1.51        5.36
 1991  105      1885        2.85        1.13        3.98
 1991  106      1885        2.09        0.84        2.93
 1991  106      1884        1.53        0.62        2.15
 1991  107      1884        1.11        0.46        1.57
 1991  107      1883        0.80        0.33        1.13
 1991  108      1883        0.57        0.00        0.57
 1991  108      1882        0.40        0.00        0.40
 1991  109      1882        0.28        0.00        0.28
 1991  109      1881        0.00        0.00        0.00
 1991  110+        .        0.00        0.00        0.00
 1992    0      1992     5993.00     7751.00    13744.00
 1992    0      1991      984.00     1140.00     2124.00
 1992    1      1991      373.00      428.00      801.00
 1992    1      1990      264.00      281.00      545.00
 1992    2      1990      171.00      180.00      351.00
 1992    2      1989      126.00      126.00      252.00
 1992    3      1989       71.00      119.00      190.00
 1992    3      1988       55.00       88.00      143.00
 1992    4      1988       68.00       87.00      155.00
 1992    4      1987       54.00       67.00      121.00
 1992    5      1987       56.00       63.00      119.00
 1992    5      1986       46.00       51.00       97.00
 1992    6      1986       41.00       60.00      101.00
 1992    6      1985       35.00       51.00       86.00
 1992    7      1985       34.00       67.00      101.00
 1992    7      1984       29.00       59.00       88.00
 1992    8      1984       43.00       57.00      100.00
 1992    8      1983       37.00       52.00       89.00
 1992    9      1983       62.00       82.00      144.00
 1992    9      1982       55.00       77.00      132.00
 1992   10      1982       48.00       67.00      115.00
 1992   10      1981       43.00       64.00      107.00
 1992   11      1981       33.00       68.00      101.00
 1992   11      1980       30.00       66.00       96.00
 1992   12      1980       38.00       69.00      107.00
 1992   12      1979       35.00       68.00      103.00
 1992   13      1979       49.00       80.00      129.00
 1992   13      1978       46.00       79.00      125.00
 1992   14      1978       64.00       99.00      163.00
 1992   14      1977       59.00       99.00      158.00
 1992   15      1977       64.00      119.00      183.00
 1992   15      1976       59.00      119.00      178.00
 1992   16      1976       63.00      138.00      201.00
 1992   16      1975       59.00      137.00      196.00
 1992   17      1975       67.00      171.00      238.00
 1992   17      1974       63.00      169.00      232.00
 1992   18      1974       72.00      163.00      235.00
 1992   18      1973       68.00      159.00      227.00
 1992   19      1973       91.00      197.00      288.00
 1992   19      1972       86.00      189.00      275.00
 1992   20      1972       90.00      193.00      283.00
 1992   20      1971       86.00      184.00      270.00
 1992   21      1971       82.00      189.00      271.00
 1992   21      1970       78.00      178.00      256.00
 1992   22      1970       72.00      188.00      260.00
 1992   22      1969       69.00      175.00      244.00
 1992   23      1969       76.00      198.00      274.00
 1992   23      1968       72.00      183.00      255.00
 1992   24      1968       74.00      185.00      259.00
 1992   24      1967       70.00      170.00      240.00
 1992   25      1967       81.00      211.00      292.00
 1992   25      1966       76.00      193.00      269.00
 1992   26      1966       93.00      186.00      279.00
 1992   26      1965       87.00      170.00      257.00
 1992   27      1965       81.00      200.00      281.00
 1992   27      1964       75.00      183.00      258.00
 1992   28      1964       97.00      191.00      288.00
 1992   28      1963       90.00      176.00      266.00
 1992   29      1963      114.00      186.00      300.00
 1992   29      1962      105.00      172.00      277.00
 1992   30      1962      109.00      232.00      341.00
 1992   30      1961      101.00      215.00      316.00
 1992   31      1961      106.00      184.00      290.00
 1992   31      1960       99.00      172.00      271.00
 1992   32      1960      120.00      184.00      304.00
 1992   32      1959      113.00      172.00      285.00
 1992   33      1959      124.00      203.00      327.00
 1992   33      1958      116.00      190.00      306.00
 1992   34      1958      122.00      222.00      344.00
 1992   34      1957      115.00      209.00      324.00
 1992   35      1957      145.00      259.00      404.00
 1992   35      1956      137.00      244.00      381.00
 1992   36      1956      143.00      217.00      360.00
 1992   36      1955      135.00      205.00      340.00
 1992   37      1955      162.00      285.00      447.00
 1992   37      1954      153.00      271.00      424.00
 1992   38      1954      177.00      284.00      461.00
 1992   38      1953      166.00      270.00      436.00
 1992   39      1953      184.00      303.00      487.00
 1992   39      1952      173.00      289.00      462.00
 1992   40      1952      216.00      371.00      587.00
 1992   40      1951      202.00      355.00      557.00
 1992   41      1951      216.00      371.00      587.00
 1992   41      1950      202.00      355.00      557.00
 1992   42      1950      232.00      392.00      624.00
 1992   42      1949      217.00      374.00      591.00
 1992   43      1949      247.00      412.00      659.00
 1992   43      1948      231.00      393.00      624.00
 1992   44      1948      239.00      445.00      684.00
 1992   44      1947      224.00      424.00      648.00
 1992   45      1947      268.00      481.00      749.00
 1992   45      1946      252.00      456.00      708.00
 1992   46      1946      282.00      538.00      820.00
 1992   46      1945      267.00      507.00      774.00
 1992   47      1945      290.00      544.00      834.00
 1992   47      1944      276.00      511.00      787.00
 1992   48      1944      307.00      573.00      880.00
 1992   48      1943      294.00      536.00      830.00
 1992   49      1943      315.00      618.00      933.00
 1992   49      1942      302.00      576.00      878.00
 1992   50      1942      341.00      758.00     1099.00
 1992   50      1941      329.00      703.00     1032.00
 1992   51      1941      363.00      726.00     1089.00
 1992   51      1940      349.00      671.00     1020.00
 1992   52      1940      392.00      812.00     1204.00
 1992   52      1939      376.00      749.00     1125.00
 1992   53      1939      337.00      854.00     1191.00
 1992   53      1938      322.00      786.00     1108.00
 1992   54      1938      406.00      868.00     1274.00
 1992   54      1937      387.00      797.00     1184.00
 1992   55      1937      410.00      973.00     1383.00
 1992   55      1936      390.00      893.00     1283.00
 1992   56      1936      469.00      978.00     1447.00
 1992   56      1935      442.00      898.00     1340.00
 1992   57      1935      504.00     1034.00     1538.00
 1992   57      1934      474.00      949.00     1423.00
 1992   58      1934      545.00     1184.00     1729.00
 1992   58      1933      511.00     1088.00     1599.00
 1992   59      1933      567.00     1219.00     1786.00
 1992   59      1932      530.00     1122.00     1652.00
 1992   60      1932      621.00     1383.00     2004.00
 1992   60      1931      580.00     1273.00     1853.00
 1992   61      1931      693.00     1437.00     2130.00
 1992   61      1930      645.00     1320.00     1965.00
 1992   62      1930      763.00     1458.00     2221.00
 1992   62      1929      709.00     1336.00     2045.00
 1992   63      1929      783.00     1464.00     2247.00
 1992   63      1928      726.00     1338.00     2064.00
 1992   64      1928      855.00     1590.00     2445.00
 1992   64      1927      793.00     1447.00     2240.00
 1992   65      1927      871.00     1708.00     2579.00
 1992   65      1926      806.00     1545.00     2351.00
 1992   66      1926      924.00     1669.00     2593.00
 1992   66      1925      854.00     1502.00     2356.00
 1992   67      1925      956.00     1795.00     2751.00
 1992   67      1924      883.00     1608.00     2491.00
 1992   68      1924     1054.00     1798.00     2852.00
 1992   68      1923      973.00     1602.00     2575.00
 1992   69      1923     1164.00     1924.00     3088.00
 1992   69      1922     1074.00     1707.00     2781.00
 1992   70      1922     1186.00     1987.00     3173.00
 1992   70      1921     1093.00     1757.00     2850.00
 1992   71      1921     1225.00     1905.00     3130.00
 1992   71      1920     1127.00     1678.00     2805.00
 1992   72      1920     1289.00     1893.00     3182.00
 1992   72      1919     1184.00     1663.00     2847.00
 1992   73      1919     1241.00     1727.00     2968.00
 1992   73      1918     1137.00     1517.00     2654.00
 1992   74      1918     1355.00     1761.00     3116.00
 1992   74      1917     1239.00     1549.00     2788.00
 1992   75      1917     1475.00     1808.00     3283.00
 1992   75      1916     1344.00     1591.00     2935.00
 1992   76      1916     1567.00     1798.00     3365.00
 1992   76      1915     1424.00     1582.00     3006.00
 1992   77      1915     1698.00     1834.00     3532.00
 1992   77      1914     1539.00     1615.00     3154.00
 1992   78      1914     1843.00     1874.00     3717.00
 1992   78      1913     1664.00     1648.00     3312.00
 1992   79      1913     1875.00     1920.00     3795.00
 1992   79      1912     1681.00     1677.00     3358.00
 1992   80      1912     2003.00     1830.00     3833.00
 1992   80      1911     1783.00     1586.00     3369.00
 1992   81      1911     1958.00     1711.00     3669.00
 1992   81      1910     1731.00     1470.00     3201.00
 1992   82      1910     1956.00     1637.00     3593.00
 1992   82      1909     1717.00     1396.00     3113.00
 1992   83      1909     1902.00     1532.00     3434.00
 1992   83      1908     1660.00     1294.00     2954.00
 1992   84      1908     1858.00     1441.00     3299.00
 1992   84      1907     1608.00     1206.00     2814.00
 1992   85      1907     1759.00     1248.00     3007.00
 1992   85      1906     1506.00     1030.00     2536.00
 1992   86      1906     1706.00     1146.00     2852.00
 1992   86      1905     1443.00      930.00     2373.00
 1992   87      1905     1614.00     1008.00     2622.00
 1992   87      1904     1349.00      806.00     2155.00
 1992   88      1904     1468.00      932.00     2400.00
 1992   88      1903     1210.00      737.00     1947.00
 1992   89      1903     1327.00      783.00     2110.00
 1992   89      1902     1078.00      610.00     1688.00
 1992   90      1902     1161.00      574.00     1735.00
 1992   90      1901      930.00      443.00     1373.00
 1992   91      1901     1069.00      520.00     1589.00
 1992   91      1900      845.00      399.00     1244.00
 1992   92      1900      825.00      387.00     1212.00
 1992   92      1899      643.00      296.00      939.00
 1992   93      1899      616.00      258.00      874.00
 1992   93      1898      474.00      197.00      671.00
 1992   94      1898      493.00      212.00      705.00
 1992   94      1897      373.00      162.00      535.00
 1992   95      1897      385.00      151.00      536.00
 1992   95      1896      287.00      116.00      403.00
 1992   96      1896      274.00      116.00      390.00
 1992   96      1895      202.00       89.00      291.00
