ARG, Death rates (period 5x5), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
2005-2009     80-84            0.067512        0.107162        0.081539
2005-2009     85-89            0.134025        0.187436        0.150307
2005-2009     90-94            0.211284        0.266535        0.225056
2005-2009     95-99            0.318643        0.371470        0.329823
2005-2009    100-104           0.429316        0.465677        0.435792
2005-2009    105-109           0.556537        0.646740        0.570515
2005-2009    110+              1.338480              .        1.338480
2010-2013        0             0.010477        0.012593        0.011564
2010-2013      1-4             0.000435        0.000519        0.000478
2010-2013      5-9             0.000184        0.000233        0.000209
2010-2013     10-14            0.000233        0.000326        0.000281
2010-2013     15-19            0.000470        0.001173        0.000827
2010-2013     20-24            0.000516        0.001586        0.001058
2010-2013     25-29            0.000584        0.001491        0.001042
2010-2013     30-34            0.000775        0.001553        0.001165
2010-2013     35-39            0.001087        0.001903        0.001495
2010-2013     40-44            0.001654        0.002733        0.002192
2010-2013     45-49            0.002576        0.004254        0.003405
2010-2013     50-54            0.003931        0.007081        0.005452
2010-2013     55-59            0.006011        0.011604        0.008676
2010-2013     60-64            0.009300        0.018333        0.013528
2010-2013     65-69            0.013918        0.027986        0.020312
2010-2013     70-74            0.021138        0.041223        0.029757
2010-2013     75-79            0.033999        0.061779        0.044947
2010-2013     80-84            0.063135        0.101821        0.076702
2010-2013     85-89            0.126608        0.179347        0.142678
2010-2013     90-94            0.277858        0.391473        0.304702
2010-2013     95-99            0.401576        0.504063        0.421387
2010-2013    100-104           0.511012        0.615627        0.527926
2010-2013    105-109           0.664773        0.846105        0.689584
2010-2013    110+              1.311754        6.000000        1.331954
