ARG, Exposure to risk (period 1x1), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
  1990           0            344398.80       357165.00       701563.80
  1990           1            341417.63       352598.93       694016.56
  1990           2            331025.35       342301.07       673326.42
  1990           3            324270.20       335507.89       659778.09
  1990           4            320609.71       331718.12       652327.82
  1990           5            319440.37       330336.61       649776.98
  1990           6            320200.15       330808.06       651008.21
  1990           7            322346.30       332600.28       654946.58
  1990           8            325271.77       335114.92       660386.69
  1990           9            328620.58       338007.84       666628.41
  1990          10            332685.68       341581.81       674267.49
  1990          11            336165.50       344546.26       680711.75
  1990          12            334992.16       342861.27       677853.43
  1990          13            326781.63       334159.56       660941.19
  1990          14            313969.03       320866.14       634835.17
  1990          15            300106.19       306509.82       606616.01
  1990          16            286714.94       292611.21       579326.15
  1990          17            275198.51       280655.08       555853.60
  1990          18            266765.51       271902.50       538668.01
  1990          19            260431.67       265299.00       525730.67
  1990          20            254411.45       258972.99       513384.45
  1990          21            248543.27       252735.84       501279.11
  1990          22            243764.45       247512.24       491276.69
  1990          23            240470.05       243673.36       484143.40
  1990          24            238263.44       240846.23       479109.67
  1990          25            236621.82       238605.90       475227.72
  1990          26            235272.24       236583.01       471855.25
  1990          27            233916.29       234095.58       468011.87
  1990          28            232293.00       230693.56       462986.56
  1990          29            230511.19       226742.85       457254.04
  1990          30            228796.62       222772.07       451568.69
  1990          31            227132.21       219070.35       446202.55
  1990          32            225371.33       216083.33       441454.65
  1990          33            223429.21       214080.17       437509.38
  1990          34            221303.84       212675.51       433979.35
  1990          35            219048.96       211358.74       430407.70
  1990          36            216563.41       209790.19       426353.60
  1990          37            213490.55       207386.40       420876.94
  1990          38            209620.81       203755.32       413376.13
  1990          39            205204.17       199303.66       404507.83
  1990          40            200613.28       194643.63       395256.91
  1990          41            195954.35       189985.66       385940.00
  1990          42            191183.35       185372.11       376555.45
  1990          43            186313.78       180868.70       367182.49
  1990          44            181423.57       176476.68       357900.25
  1990          45            176559.55       172079.81       348639.36
  1990          46            171854.44       167697.91       339552.34
  1990          47            167619.93       163475.19       331095.12
  1990          48            164054.07       159463.78       323517.84
  1990          49            161000.00       155651.46       316651.45
  1990          50            158155.40       151927.74       310083.14
  1990          51            155506.40       148361.67       303868.07
  1990          52            153281.44       145259.30       298540.74
  1990          53            151590.31       142772.13       294362.44
  1990          54            150258.44       140679.13       290937.57
  1990          55            149035.78       138648.39       287684.17
  1990          56            147833.41       136591.08       284424.49
  1990          57            146620.15       134566.80       281186.95
  1990          58            145369.99       132514.61       277884.60
  1990          59            144039.48       130366.13       274405.61
  1990          60            142611.13       128100.65       270711.78
  1990          61            140921.04       125575.67       266496.71
  1990          62            138538.00       122324.88       260862.89
  1990          63            135207.05       118015.40       253222.45
  1990          64            131183.60       112984.19       244167.79
  1990          65            126866.89       107668.35       234535.23
  1990          66            122378.35       102236.65       224615.00
  1990          67            117690.91        96655.61       214346.51
  1990          68            112832.15        90941.45       203773.60
  1990          69            107841.04        85200.51       193041.55
  1990          70            102693.46        79430.35       182123.81
  1990          71             97559.58        73733.15       171292.73
  1990          72             92504.57        68199.98       160704.55
  1990          73             87501.87        62909.93       150411.80
  1990          74             82648.98        57912.50       140561.47
  1990          75             77952.02        53233.30       131185.32
  1990          76             73417.92        48933.55       122351.47
  1990          77             69055.00        45065.08       114120.08
  1990          78             64939.85        41682.16       106622.01
  1990          79             59135.21        37219.00        96354.21
  1990          80             53706.99        31844.94        85551.93
  1990          81             47509.04        27683.39        75192.42
  1990          82             41582.54        23610.63        65193.17
  1990          83             36034.87        19821.95        55856.82
  1990          84             31223.95        16811.20        48035.15
  1990          85             26955.79        14154.34        41110.13
  1990          86             22724.51        11531.23        34255.73
  1990          87             18735.73         9006.44        27742.17
  1990          88             15364.74         7000.01        22364.75
  1990          89             12436.16         5468.46        17904.62
  1990          90              9439.17         4047.82        13486.99
  1990          91              6718.90         2856.42         9575.32
  1990          92              4881.55         2051.15         6932.70
  1990          93              3676.70         1492.13         5168.83
  1990          94              2687.22         1040.72         3727.94
  1990          95              1865.70          696.04         2561.74
  1990          96              1259.15          468.79         1727.94
  1990          97               848.38          321.89         1170.27
  1990          98               570.46          220.41          790.88
  1990          99               342.91          133.46          476.37
  1990         100               191.29           72.06          263.35
  1990         101               111.88           43.20          155.07
  1990         102                63.63           25.14           88.77
  1990         103                35.24           14.23           49.47
  1990         104                18.84            7.94           26.77
  1990         105                 9.79            4.04           13.83
  1990         106                 4.59            1.69            6.28
  1990         107                 1.94            0.63            2.57
