ARG, Death rates (period 1x1), 	Last modified: 04 ago. 2019; MPv5 (May07)

  Year          Age             Female            Male           Total
  1990           0             0.019158        0.024260        0.021756
  1990           1             0.001576        0.001758        0.001669
  1990           2             0.000767        0.000967        0.000869
  1990           3             0.000441        0.000641        0.000543
  1990           4             0.000393        0.000437        0.000415
  1990           5             0.000313        0.000339        0.000326
  1990           6             0.000265        0.000275        0.000270
  1990           7             0.000242        0.000337        0.000290
  1990           8             0.000224        0.000325        0.000276
  1990           9             0.000256        0.000337        0.000297
  1990          10             0.000240        0.000328        0.000285
  1990          11             0.000238        0.000345        0.000292
  1990          12             0.000194        0.000359        0.000277
  1990          13             0.000202        0.000431        0.000318
  1990          14             0.000277        0.000524        0.000402
  1990          15             0.000320        0.000581        0.000452
  1990          16             0.000405        0.000885        0.000647
  1990          17             0.000476        0.000909        0.000694
  1990          18             0.000480        0.000934        0.000709
  1990          19             0.000434        0.001093        0.000767
  1990          20             0.000511        0.001220        0.000869
  1990          21             0.000539        0.001242        0.000894
  1990          22             0.000615        0.001293        0.000957
  1990          23             0.000657        0.001309        0.000985
  1990          24             0.000693        0.001316        0.001006
  1990          25             0.000592        0.001157        0.000875
  1990          26             0.000642        0.001238        0.000941
  1990          27             0.000611        0.001132        0.000872
  1990          28             0.000801        0.001257        0.001028
  1990          29             0.000742        0.001499        0.001118
  1990          30             0.000835        0.001701        0.001262
  1990          31             0.000801        0.001278        0.001035
  1990          32             0.000936        0.001416        0.001171
  1990          33             0.000980        0.001574        0.001271
  1990          34             0.001044        0.001777        0.001403
  1990          35             0.001155        0.001930        0.001536
  1990          36             0.001191        0.002021        0.001600
  1990          37             0.001363        0.002131        0.001742
  1990          38             0.001665        0.002400        0.002027
  1990          39             0.001652        0.002785        0.002210
  1990          40             0.001804        0.003375        0.002578
  1990          41             0.001863        0.003227        0.002534
  1990          42             0.002024        0.003571        0.002786
  1990          43             0.002222        0.004008        0.003102
  1990          44             0.002348        0.004040        0.003182
  1990          45             0.002685        0.005503        0.004076
  1990          46             0.002845        0.005158        0.003988
  1990          47             0.002989        0.005683        0.004319
  1990          48             0.003194        0.006177        0.004664
  1990          49             0.003553        0.006906        0.005201
  1990          50             0.004021        0.008537        0.006234
  1990          51             0.003961        0.008216        0.006039
  1990          52             0.004515        0.008943        0.006669
  1990          53             0.004466        0.010247        0.007270
  1990          54             0.005058        0.011715        0.008277
  1990          55             0.005113        0.012708        0.008774
  1990          56             0.005547        0.012944        0.009099
  1990          57             0.007059        0.014179        0.010466
  1990          58             0.007223        0.016942        0.011857
  1990          59             0.007755        0.018356        0.012791
  1990          60             0.008800        0.020320        0.014251
  1990          61             0.009317        0.020004        0.014353
  1990          62             0.009947        0.022138        0.015663
  1990          63             0.010539        0.023997        0.016811
  1990          64             0.011076        0.025473        0.017738
  1990          65             0.012399        0.029080        0.020057
  1990          66             0.013385        0.029305        0.020631
  1990          67             0.015473        0.033242        0.023485
  1990          68             0.016892        0.035209        0.025067
  1990          69             0.019149        0.039319        0.028051
  1990          70             0.020654        0.042452        0.030161
  1990          71             0.021392        0.042654        0.030544
  1990          72             0.024345        0.048196        0.034467
  1990          73             0.027051        0.050135        0.036706
  1990          74             0.031882        0.058865        0.042999
  1990          75             0.037664        0.065128        0.048809
  1990          76             0.042374        0.072302        0.054343
  1990          77             0.046239        0.076578        0.058219
  1990          78             0.050862        0.084041        0.063833
  1990          79             0.057512        0.088449        0.069462
  1990          80             0.062301        0.099953        0.076316
  1990          81             0.072513        0.111077        0.086711
  1990          82             0.082294        0.120285        0.096053
  1990          83             0.093937        0.130764        0.107006
  1990          84             0.104567        0.142940        0.117997
  1990          85             0.122089        0.164402        0.136657
  1990          86             0.131004        0.175003        0.145815
  1990          87             0.144537        0.190086        0.159324
  1990          88             0.162059        0.198714        0.173532
  1990          89             0.189045        0.246321        0.206539
  1990          90             0.205632        0.244082        0.217172
  1990          91             0.228014        0.268518        0.240096
  1990          92             0.251150        0.304707        0.266995
  1990          93             0.261648        0.320347        0.278593
  1990          94             0.283192        0.306518        0.289704
  1990          95             0.311411        0.324696        0.315021
  1990          96             0.355795        0.347707        0.353601
  1990          97             0.368938        0.400760        0.377691
  1990          98             0.394417        0.412861        0.399557
  1990          99             0.626993        0.726791        0.654953
  1990         100             0.507815        0.548406        0.518923
  1990         101             0.557400        0.593356        0.567415
  1990         102             0.610388        0.646068        0.620492
  1990         103             0.666351        0.706254        0.677830
  1990         104             0.731487        0.766226        0.741783
  1990         105             0.801566        0.891089        0.827711
  1990         106             0.948057        1.222441        1.022022
  1990         107             1.210300        1.862069        1.369650
  1990         108             1.500000        4.219780        1.924528
  1990         109             4.247191              .        4.247191
  1990         110+                  .              .              .
  1991           0             0.020402        0.025793        0.023160
  1991           1             0.001917        0.001987        0.001952
  1991           2             0.000904        0.000853        0.000878
  1991           3             0.000514        0.000655        0.000585
  1991           4             0.000370        0.000465        0.000418
  1991           5             0.000312        0.000404        0.000358
  1991           6             0.000260        0.000369        0.000315
  1991           7             0.000222        0.000342        0.000283
  1991           8             0.000227        0.000337        0.000283
  1991           9             0.000215        0.000325        0.000271
  1991          10             0.000252        0.000346        0.000300
  1991          11             0.000222        0.000313        0.000268
  1991          12             0.000193        0.000317        0.000256
  1991          13             0.000299        0.000447        0.000374
  1991          14             0.000294        0.000498        0.000397
  1991          15             0.000351        0.000687        0.000521
  1991          16             0.000484        0.000765        0.000626
  1991          17             0.000492        0.000969        0.000733
  1991          18             0.000480        0.001049        0.000767
  1991          19             0.000491        0.001141        0.000819
  1991          20             0.000565        0.001325        0.000948
  1991          21             0.000539        0.001176        0.000860
  1991          22             0.000471        0.001221        0.000849
  1991          23             0.000591        0.001299        0.000948
  1991          24             0.000653        0.001278        0.000968
  1991          25             0.000651        0.001547        0.001101
  1991          26             0.000664        0.001297        0.000982
  1991          27             0.000770        0.001249        0.001010
  1991          28             0.000847        0.001464        0.001156
  1991          29             0.000797        0.001430        0.001112
  1991          30             0.000760        0.001729        0.001240
  1991          31             0.000836        0.001503        0.001165
  1991          32             0.000939        0.001619        0.001273
  1991          33             0.000999        0.001660        0.001323
  1991          34             0.001035        0.001900        0.001458
  1991          35             0.001145        0.001993        0.001560
  1991          36             0.001175        0.002053        0.001606
  1991          37             0.001475        0.002308        0.001885
  1991          38             0.001595        0.002350        0.001967
  1991          39             0.001706        0.002674        0.002183
  1991          40             0.001787        0.003465        0.002613
  1991          41             0.001978        0.003207        0.002583
  1991          42             0.002245        0.003894        0.003056
  1991          43             0.002406        0.003872        0.003127
  1991          44             0.002373        0.004386        0.003364
  1991          45             0.002581        0.005284        0.003912
  1991          46             0.002897        0.005498        0.004179
  1991          47             0.003099        0.005895        0.004478
  1991          48             0.003418        0.006482        0.004928
  1991          49             0.003272        0.007218        0.005214
  1991          50             0.004028        0.008413        0.006179
  1991          51             0.004382        0.008877        0.006579
  1991          52             0.004458        0.009203        0.006769
  1991          53             0.004681        0.009971        0.007248
  1991          54             0.004469        0.011098        0.007674
  1991          55             0.005608        0.012933        0.009137
  1991          56             0.005893        0.014109        0.009837
  1991          57             0.006116        0.013484        0.009641
  1991          58             0.006947        0.015962        0.011243
  1991          59             0.007419        0.017826        0.012358
  1991          60             0.008283        0.020968        0.014277
  1991          61             0.009031        0.020394        0.014377
  1991          62             0.009987        0.021701        0.015474
  1991          63             0.010607        0.022697        0.016240
  1991          64             0.012142        0.025631        0.018384
  1991          65             0.012626        0.027956        0.019663
  1991          66             0.013298        0.029155        0.020515
  1991          67             0.015102        0.031810        0.022640
  1991          68             0.016250        0.034818        0.024543
  1991          69             0.018078        0.037490        0.026652
  1991          70             0.019869        0.042327        0.029675
  1991          71             0.023015        0.043405        0.031817
  1991          72             0.023091        0.045797        0.032758
  1991          73             0.026192        0.048276        0.035452
  1991          74             0.029087        0.054541        0.039598
  1991          75             0.033293        0.059582        0.043971
  1991          76             0.040711        0.068241        0.051711
  1991          77             0.043780        0.077800        0.057152
  1991          78             0.050536        0.082646        0.062981
  1991          79             0.053206        0.082094        0.064296
  1991          80             0.061564        0.098272        0.075201
  1991          81             0.067227        0.101342        0.079632
  1991          82             0.076832        0.113843        0.090145
  1991          83             0.088810        0.127467        0.102478
  1991          84             0.095441        0.138103        0.110197
  1991          85             0.109201        0.150585        0.123300
  1991          86             0.127017        0.166251        0.140162
  1991          87             0.137107        0.181450        0.151621
  1991          88             0.156719        0.200006        0.170373
  1991          89             0.167241        0.225815        0.184957
  1991          90             0.199719        0.233537        0.209713
  1991          91             0.218519        0.254056        0.228917
  1991          92             0.234118        0.271710        0.245010
  1991          93             0.239387        0.281693        0.251499
  1991          94             0.285289        0.327134        0.297030
  1991          95             0.310578        0.375056        0.328132
  1991          96             0.329947        0.326549        0.329037
  1991          97             0.352282        0.320611        0.343673
  1991          98             0.385352        0.400507        0.389496
  1991          99             0.569945        0.623462        0.584400
  1991         100             0.461743        0.489221        0.469004
  1991         101             0.505133        0.522578        0.509799
  1991         102             0.554409        0.555464        0.554698
  1991         103             0.608733        0.598431        0.605852
  1991         104             0.667962        0.651596        0.663311
  1991         105             0.747629        0.699647        0.733412
  1991         106             0.844151        0.889340        0.856661
  1991         107             1.181443        2.312195        1.378723
  1991         108             2.598214              .        2.598214
  1991         109             6.000000              .        6.000000
  1991         110+                  .              .              .
  1992           0             0.021195        0.025638        0.023475
  1992           1             0.001904        0.002029        0.001968
  1992           2             0.000870        0.000866        0.000868
  1992           3             0.000371        0.000590        0.000482
  1992           4             0.000369        0.000450        0.000410
  1992           5             0.000314        0.000339        0.000327
  1992           6             0.000237        0.000334        0.000286
  1992           7             0.000197        0.000381        0.000291
  1992           8             0.000250        0.000330        0.000291
  1992           9             0.000363        0.000479        0.000422
  1992          10             0.000280        0.000391        0.000336
  1992          11             0.000192        0.000396        0.000295
  1992          12             0.000219        0.000401        0.000311
  1992          13             0.000283        0.000462        0.000374
  1992          14             0.000368        0.000580        0.000475
  1992          15             0.000378        0.000716        0.000549
  1992          16             0.000390        0.000862        0.000629
  1992          17             0.000435        0.001115        0.000778
  1992          18             0.000489        0.001104        0.000800
  1992          19             0.000643        0.001378        0.001014
  1992          20             0.000660        0.001389        0.001027
  1992          21             0.000615        0.001387        0.001004
  1992          22             0.000555        0.001407        0.000984
  1992          23             0.000597        0.001514        0.001059
  1992          24             0.000592        0.001440        0.001019
  1992          25             0.000654        0.001664        0.001162
  1992          26             0.000756        0.001483        0.001121
  1992          27             0.000660        0.001611        0.001137
  1992          28             0.000796        0.001557        0.001177
  1992          29             0.000938        0.001536        0.001237
  1992          30             0.000906        0.001948        0.001424
  1992          31             0.000891        0.001579        0.001232
  1992          32             0.001021        0.001606        0.001309
  1992          33             0.001059        0.001802        0.001423
  1992          34             0.001054        0.002003        0.001518
  1992          35             0.001265        0.002359        0.001800
  1992          36             0.001259        0.001993        0.001618
  1992          37             0.001442        0.002643        0.002031
  1992          38             0.001589        0.002655        0.002113
  1992          39             0.001678        0.002873        0.002266
  1992          40             0.002002        0.003589        0.002783
  1992          41             0.002046        0.003671        0.002845
  1992          42             0.002248        0.003966        0.003093
  1992          43             0.002451        0.004271        0.003345
  1992          44             0.002434        0.004728        0.003561
  1992          45             0.002806        0.005229        0.003997
  1992          46             0.003044        0.005984        0.004490
  1992          47             0.003226        0.006201        0.004691
  1992          48             0.003520        0.006695        0.005084
  1992          49             0.003706        0.007405        0.005526
  1992          50             0.004114        0.009305        0.006662
  1992          51             0.004459        0.009131        0.006745
  1992          52             0.004901        0.010464        0.007614
  1992          53             0.004279        0.011273        0.007677
  1992          54             0.005226        0.011711        0.008363
  1992          55             0.005334        0.013384        0.009212
  1992          56             0.006134        0.013690        0.009761
  1992          57             0.006647        0.014709        0.010502
  1992          58             0.007246        0.017141        0.011959
  1992          59             0.007600        0.017979        0.012522
  1992          60             0.008400        0.020783        0.014244
  1992          61             0.009457        0.022002        0.015349
  1992          62             0.010526        0.022747        0.016241
  1992          63             0.010944        0.023339        0.016713
  1992          64             0.012186        0.026078        0.018614
  1992          65             0.012728        0.029090        0.020240
  1992          66             0.013928        0.029735        0.021123
  1992          67             0.014925        0.033604        0.023352
  1992          68             0.017115        0.035548        0.025351
  1992          69             0.019755        0.040472        0.028911
  1992          70             0.021129        0.044792        0.031461
  1992          71             0.023040        0.046175        0.033031
  1992          72             0.025722        0.049589        0.035919
  1992          73             0.026217        0.049183        0.035886
  1992          74             0.030318        0.054694        0.040417
  1992          75             0.035031        0.061409        0.045781
  1992          76             0.039503        0.066838        0.050449
  1992          77             0.045472        0.074803        0.057002
  1992          78             0.052624        0.084051        0.064756
  1992          79             0.057360        0.094479        0.071482
  1992          80             0.064471        0.098426        0.077084
  1992          81             0.069847        0.105523        0.082811
  1992          82             0.078553        0.117785        0.092485
  1992          83             0.087749        0.128813        0.102156
  1992          84             0.099600        0.144980        0.115216
  1992          85             0.110623        0.152426        0.124675
  1992          86             0.126455        0.168074        0.140254
  1992          87             0.141771        0.179261        0.154001
  1992          88             0.156161        0.208815        0.172900
  1992          89             0.175716        0.232764        0.193071
  1992          90             0.193526        0.227584        0.203491
  1992          91             0.228279        0.270748        0.240517
  1992          92             0.240827        0.281342        0.252366
  1992          93             0.262520        0.277735        0.266825
  1992          94             0.299114        0.332251        0.308391
  1992          95             0.321680        0.340432        0.326798
  1992          96             0.326425        0.390435        0.343371
  1992          97             0.385461        0.359676        0.378579
  1992          98             0.394507        0.454843        0.410924
  1992          99             0.545664        0.628407        0.567502
  1992         100             0.459081        0.486652        0.466147
  1992         101             0.471987        0.517114        0.483650
  1992         102             0.480299        0.551129        0.498751
  1992         103             0.487465        0.583527        0.513081
  1992         104             0.492773        0.631797        0.530245
  1992         105             0.495876        0.704587        0.551902
